County_State,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,county_vaccine,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden,county_election,County,State,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,county_census,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122,county_checkpoint,socio_std,hh_std,minority_std,housing_std,overall_std,null_pct,uninsured_pct,socio_wgt,hh_wgt,minority_wgt,housing_wgt,overall_wgt,count,county_svi
delaware_oh,20.0,0.168,0.039,0.13,delaware_oh,OH,Donald Trump,REP,66356,59714,126070,0.526,0.474,delaware_oh,Delaware County,OH,1.0,1.0,209177.0,29584.0,125437.0,delaware_oh,24124.0,11.5,1.0,0.0,0.0,0.0,4.0,0.0,162982.0,77.9,4.0,55.0,delaware_oh,0.1723300847235918,0.2420462126165514,0.1668027208935123,0.2438770125708944,0.1781396170414202,0.0,0.0384755948996995,0.1131404633314383,0.2916173282303256,0.2627007349955331,0.1913931982457565,0.1107128710509218,35,delaware_oh
delaware_ok,13.0,0.302,0.099,0.203,delaware_ok,OK,Donald Trump,REP,13557,3688,17245,0.786,0.214,delaware_ok,Delaware County,OK,4.0,0.0,43009.0,10817.0,23611.0,delaware_ok,6558.0,15.2,13.0,0.0,16602.0,38.6,13.0,0.0,23131.0,53.8,15.0,37.3,delaware_ok,0.1420711304632687,0.115006754632548,0.148184353087632,0.2233824131394412,0.1663683864200167,0.0,0.1899933510638297,0.7322228652165653,0.8098548988411853,0.4529191465615501,0.6710307940729483,0.7385699824278116,9,delaware_ok
delaware_pa,43.0,0.127,0.046,0.081,delaware_pa,PA,Joe Biden,DEM,206423,122583,329006,0.373,0.627,delaware_pa,Delaware County,PA,2.0,1.0,566747.0,94994.0,347242.0,delaware_pa,89112.0,15.7,5.0,0.0,415921.0,73.4,8.0,0.0,543926.0,95.0,8.0,37.8,delaware_pa,0.2878166574093325,0.2874851131445248,0.2312063235852197,0.24263549598553,0.2769045517201211,0.0069444444444444,0.053353255478442,0.3632001669840132,0.4328881228406092,0.4393224093965329,0.4038793420723408,0.37014505143498,143,delaware_pa
delta_co,8.0,0.205,0.039,0.166,delta_co,CO,Donald Trump,REP,13081,6289,19370,0.675,0.325,delta_co,Delta County,CO,3.0,0.0,31162.0,8352.0,16696.0,delta_co,446.0,1.4,9.0,0.0,13741.0,44.1,10.0,0.0,16221.0,52.1,11.0,51.9,delta_co,0.1796886328121641,0.1712403268036169,0.2380616076725078,0.2052639659421149,0.2156256919933685,0.0,0.0982337046068674,0.6299352468200092,0.6883518124299743,0.3394846075265273,0.6905745567784881,0.6372221742569038,7,delta_co
delta_mi,13.0,0.233,0.06,0.174,delta_mi,MI,Donald Trump,REP,13207,7944,21151,0.624,0.376,delta_mi,Delta County,MI,2.0,0.0,35784.0,8893.0,19922.0,delta_mi,7604.0,21.2,5.0,0.0,19707.0,55.1,8.0,0.0,23010.0,64.3,8.0,50.0,delta_mi,0.1526195102504621,0.1518489841915315,0.0461263285100622,0.2719441871213483,0.2128849971228597,0.0,0.0602928985907709,0.4613617767339044,0.7488665073224647,0.1195523763470571,0.531117090356452,0.4636042055816524,11,delta_mi
delta_tx,7.0,0.251,0.061,0.19,delta_tx,TX,Donald Trump,REP,2162,430,2592,0.834,0.166,delta_tx,Delta County,TX,3.0,0.0,5331.0,1118.0,2962.0,delta_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214.0,41.5,10.0,33.5,delta_tx,0.3553918682243587,0.3273197290112529,0.049356053326821,0.5301886645336733,0.4836610383315985,0.0,0.1499520613614573,0.6195440268456376,0.7370518504314477,0.278336874400767,0.4752665963566634,0.5481828379674017,2,delta_tx
dent_mo,8.0,0.349,0.098,0.251,dent_mo,MO,Donald Trump,REP,5987,1155,7142,0.838,0.162,dent_mo,Dent County,MO,3.0,0.0,15573.0,3478.0,8641.0,dent_mo,1836.0,11.8,9.0,0.0,4585.0,29.4,9.0,0.0,6270.0,40.3,10.0,37.3,dent_mo,0.1983324565806951,0.1486863140978348,0.0295870889634876,0.151281426487193,0.1953347959274025,0.0,0.1615067079463364,0.7240313273993808,0.8158941692466459,0.0609537345201238,0.6302399058307534,0.6302632804437565,4,dent_mo
denton_tx,37.0,0.184,0.063,0.122,denton_tx,TX,Donald Trump,REP,222480,195484,417964,0.532,0.468,denton_tx,Denton County,TX,1.0,1.0,887207.0,93499.0,578214.0,denton_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610300.0,68.8,4.0,39.7,denton_tx,0.2376242055212223,0.1721973750921358,0.1813508336892244,0.2854434701347194,0.2442244975178552,0.0,0.1143948245889025,0.2879977433780188,0.2399155480411921,0.6081926943536126,0.326059965652558,0.2931587880259761,137,denton_tx
denver_co,41.0,0.084,0.024,0.06,denver_co,CO,Joe Biden,DEM,313293,80534,393827,0.204,0.796,denver_co,Denver County,CO,2.0,1.0,727211.0,86835.0,501751.0,denver_co,5998.0,0.8,5.0,0.0,498355.0,68.5,8.0,0.0,599003.0,82.4,8.0,52.7,denver_co,0.2810521257401187,0.2439181751865752,0.2605635182092266,0.2877853748742796,0.2949295849166303,0.0069444444444444,0.1020338411085969,0.4037759858786271,0.2870880520667939,0.6247921090772219,0.5372816074598691,0.4356496047832689,143,denver_co
des moines_ia,12.0,0.329,0.098,0.231,des moines_ia,IA,Donald Trump,REP,10592,9364,19956,0.531,0.469,des moines_ia,Des Moines County,IA,2.0,0.0,38967.0,8264.0,21915.0,des moines_ia,7067.0,18.1,5.0,0.0,18379.0,47.2,7.0,0.0,21740.0,55.8,8.0,51.1,des moines_ia,0.2526443670098706,0.1387678624046779,0.1548516386739255,0.2361158190380305,0.2165367741180572,0.0,0.0518939393939393,0.4805348636363636,0.7821182575757576,0.2170289494949495,0.5065042323232324,0.4956402752525253,11,des moines_ia
deschutes_or,8.0,0.167,0.051,0.116,deschutes_or,OR,Joe Biden,DEM,65962,59272,125234,0.473,0.527,deschutes_or,Deschutes County,OR,1.0,1.0,197692.0,40480.0,118080.0,deschutes_or,36581.0,18.5,1.0,0.0,125568.0,63.5,4.0,0.0,149404.0,75.6,4.0,54.9,deschutes_or,0.1968810057745099,0.2155799030975875,0.1813528364438557,0.2762550474324117,0.2326252953646233,0.0,0.0853963684676705,0.3775677529893711,0.4778326367360496,0.2866058242914083,0.5648614332373783,0.4110139299158547,24,deschutes_or
desha_ar,11.0,0.216,0.081,0.136,desha_ar,AR,Joe Biden,DEM,2016,2148,4164,0.516,0.484,desha_ar,Desha County,AR,4.0,0.0,11361.0,2227.0,6264.0,desha_ar,1863.0,16.4,13.0,0.0,6591.0,58.0,15.0,0.0,8099.0,71.3,16.0,37.6,desha_ar,0.0615323248382506,0.1099570507061734,0.245518496248246,0.1055727805828756,0.0575836174619135,0.0,0.0725161941616892,0.8804979389248759,0.8833088584167579,0.5910729704719441,0.6304251198788593,0.8579804071674939,5,desha_ar
deuel_ne,2.0,0.308,0.053,0.255,deuel_ne,NE,Donald Trump,REP,871,163,1034,0.842,0.158,deuel_ne,Deuel County,NE,1.0,0.0,1794.0,420.0,984.0,deuel_ne,53.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.9,deuel_ne,,,,,,0.0,0.1441393875395987,0.4853,0.7216,0.3448,0.4948,0.5125,1,deuel_ne
deuel_sd,10.0,0.228,0.049,0.18,deuel_sd,SD,Donald Trump,REP,1699,651,2350,0.723,0.277,deuel_sd,Deuel County,SD,1.0,0.0,4351.0,959.0,2389.0,deuel_sd,169.0,3.9,1.0,0.0,0.0,0.0,2.0,0.0,2287.0,52.6,3.0,42.7,deuel_sd,0.0917117495198952,0.1368251621595969,0.1491995308303615,0.4500734662252375,0.2138290906308119,0.0,0.0638643752902926,0.341483929400836,0.5934185787273571,0.1826440315838365,0.3185171853228054,0.2816918253599628,2,deuel_sd
dewey_ok,10.0,0.428,0.105,0.323,dewey_ok,OK,Donald Trump,REP,2124,235,2359,0.9,0.1,dewey_ok,Dewey County,OK,1.0,0.0,4891.0,888.0,2665.0,dewey_ok,580.0,11.9,1.0,0.0,1174.0,24.0,1.0,0.0,1369.0,28.0,1.0,45.2,dewey_ok,0.1868428840853548,0.1320466962858215,0.2446771410110338,0.1711759426243458,0.2466825287692665,0.0,0.1797478649857665,0.3742442049613664,0.715283773891826,0.2977760878405855,0.477337454249695,0.4347699471329809,3,dewey_ok
dewey_sd,10.0,0.193,0.056,0.137,dewey_sd,SD,Joe Biden,DEM,1131,835,1966,0.425,0.575,dewey_sd,Dewey County,SD,4.0,0.0,5892.0,586.0,3072.0,dewey_sd,1985.0,33.7,13.0,0.0,3594.0,61.0,16.0,0.0,5107.0,86.7,16.0,33.4,dewey_sd,0.0713470742217226,0.0581241774135342,0.0679529616720272,0.1218344983984421,0.1155412480458819,0.0,0.2860356463055892,0.8955842360269943,0.6463765530368576,0.4300491088423602,0.8996317528984255,0.8638874545769164,2,dewey_sd
dickens_tx,4.0,0.352,0.135,0.217,dickens_tx,TX,Donald Trump,REP,853,135,988,0.863,0.137,dickens_tx,Dickens County,TX,4.0,0.0,2211.0,525.0,1284.0,dickens_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,37.4,14.0,40.2,dickens_tx,,,,,,0.0,0.177797833935018,0.8261,0.8902,0.4909,0.8706,0.8767,1,dickens_tx
dickenson_va,11.0,0.263,0.099,0.164,dickenson_va,VA,Donald Trump,REP,5748,1555,7303,0.787,0.213,dickenson_va,Dickenson County,VA,3.0,0.0,14318.0,3290.0,8227.0,dickenson_va,1917.0,13.4,9.0,0.0,4997.0,34.9,9.0,0.0,7772.0,54.3,11.0,34.5,dickenson_va,0.075838864267164,0.1867542502863053,0.073917183387897,0.2865008711446907,0.0910947263383927,0.0,0.0927139037433155,0.7762794117647058,0.7663899197860963,0.0362540909090909,0.6338319919786096,0.6432248529411765,4,dickenson_va
dickey_nd,8.0,0.316,0.07,0.246,dickey_nd,ND,Donald Trump,REP,1742,682,2424,0.719,0.281,dickey_nd,Dickey County,ND,1.0,0.0,4872.0,1009.0,2672.0,dickey_nd,1146.0,23.5,1.0,0.0,2340.0,48.0,3.0,0.0,2809.0,57.7,4.0,51.6,dickey_nd,0.112613513102706,0.2278134617035027,0.0616722249747269,0.4152996187493233,0.2018975565313591,0.0,0.0404426559356136,0.2727283299798793,0.4726159758551307,0.1178647082494969,0.6351753319919516,0.3399834205231388,3,dickey_nd
dickinson_ia,10.0,0.232,0.095,0.137,dickinson_ia,IA,Donald Trump,REP,7438,3806,11244,0.662,0.338,dickinson_ia,Dickinson County,IA,1.0,0.0,17258.0,4612.0,9364.0,dickinson_ia,3544.0,20.5,1.0,0.0,9423.0,54.6,4.0,0.0,11066.0,64.1,4.0,54.3,dickinson_ia,0.126181028684981,0.2039844038155858,0.1508937606397295,0.2522892248987261,0.148524863238449,0.0,0.0412171669793621,0.1934127227954971,0.6322433923545966,0.100273680816135,0.6310555464352721,0.3273608114446529,5,dickinson_ia
dickinson_ks,12.0,0.25,0.08,0.171,dickinson_ks,KS,Donald Trump,REP,7045,2201,9246,0.762,0.238,dickinson_ks,Dickinson County,KS,2.0,0.0,18466.0,3748.0,10432.0,dickinson_ks,2929.0,15.9,5.0,0.0,8860.0,48.0,7.0,0.0,11978.0,64.9,8.0,32.8,dickinson_ks,0.1328960608897043,0.1267870918771571,0.0665171857492483,0.1483441269481202,0.1398766945086516,0.0,0.072879393811829,0.507881051357609,0.7927334140181015,0.0757734687434224,0.6776354714796885,0.5318589770574615,6,dickinson_ks
dickinson_mi,13.0,0.187,0.051,0.136,dickinson_mi,MI,Donald Trump,REP,9617,4972,14589,0.659,0.341,dickinson_mi,Dickinson County,MI,1.0,0.0,25239.0,5754.0,14424.0,dickinson_mi,6516.0,25.8,1.0,0.0,15058.0,59.7,4.0,0.0,18328.0,72.6,4.0,45.6,dickinson_mi,0.1941484115677635,0.1993813598776642,0.0441422322347507,0.2260391148199165,0.2082256056712114,0.0,0.0451310129057489,0.3950711732499022,0.6943632420805632,0.1128580836918263,0.5829982401251467,0.4345293938208838,7,dickinson_mi
dickson_tn,10.0,0.256,0.084,0.172,dickson_tn,TN,Donald Trump,REP,17643,6680,24323,0.725,0.275,dickson_tn,Dickson County,TN,2.0,1.0,53948.0,8990.0,32628.0,dickson_tn,6503.0,12.1,5.0,0.0,23475.0,43.5,6.0,0.0,29447.0,54.6,7.0,40.2,dickson_tn,0.1792058744696848,0.1685924965379209,0.1668184112540739,0.2725658534087578,0.1898989851356651,0.0,0.1161614218665846,0.5686232342078942,0.6213253885512041,0.2328574690313149,0.5449995325844426,0.5140909363699315,10,dickson_tn
dillon_sc,9.0,0.242,0.081,0.161,dillon_sc,SC,Donald Trump,REP,6582,6519,13101,0.502,0.498,dillon_sc,Dillon County,SC,4.0,0.0,30479.0,5228.0,17549.0,dillon_sc,3930.0,12.9,13.0,0.0,12461.0,40.9,14.0,0.0,15804.0,51.9,15.0,35.6,dillon_sc,0.099756957986231,0.0819299314455142,0.1943981138454452,0.2050086307126279,0.0997141798675928,0.0,0.1433384082148294,0.879254332545107,0.8604520391305757,0.5125049820219624,0.6966661559392311,0.8425858864306307,6,dillon_sc
dimmit_tx,6.0,0.191,0.08,0.112,dimmit_tx,TX,Joe Biden,DEM,2264,1402,3666,0.382,0.618,dimmit_tx,Dimmit County,TX,4.0,0.0,10124.0,1749.0,5474.0,dimmit_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11498.0,95.0,16.0,32.7,dimmit_tx,0.0248901586977664,0.0071417784899841,0.0039597979746447,0.1687156779911102,0.0122329473145272,0.0,0.219919347275626,0.9564785988933696,0.9781976179311638,0.9068897683578728,0.9252962018193752,0.9937701772484292,2,dimmit_tx
dinwiddie_va,12.0,0.184,0.069,0.115,dinwiddie_va,VA,Donald Trump,REP,8695,6397,15092,0.576,0.424,dinwiddie_va,Dinwiddie County,VA,2.0,1.0,28544.0,5121.0,17745.0,dinwiddie_va,1315.0,4.6,5.0,0.0,7417.0,26.0,5.0,0.0,15448.0,54.1,7.0,26.8,dinwiddie_va,0.1548572719205225,0.1479212763600964,0.2207422176808656,0.2732558050618504,0.181920177550485,0.1428571428571428,0.0970750317931326,0.6348924155715698,0.5230226755687438,0.4040957997739155,0.4529678041543026,0.5369476896990251,6,dinwiddie_va
district of columbia_dc,53.0,0.057,0.017,0.04,district of columbia_dc,DC,Joe Biden,DEM,39041,2640,41681,0.063,0.937,district of columbia_dc,District of Columbia,DC,3.0,1.0,705749.0,87343.0,490238.0,district of columbia_dc,79219.0,11.2,9.0,0.0,456733.0,64.7,12.0,0.0,640059.0,90.7,12.0,34.5,district of columbia_dc,0.3170019946097238,0.3568526669010927,0.1906916077244841,0.2051501905822718,0.3015386512843966,0.0111731843575419,0.0397049165394544,0.4455559812289071,0.3392286642639589,0.6137968480255531,0.7470257135762781,0.5257395581388173,177,district of columbia_dc
divide_nd,10.0,0.37,0.086,0.284,divide_nd,ND,Donald Trump,REP,904,298,1202,0.752,0.248,divide_nd,Divide County,ND,1.0,0.0,2264.0,574.0,1160.0,divide_nd,336.0,14.8,1.0,0.0,868.0,38.3,2.0,0.0,1042.0,46.0,3.0,48.0,divide_nd,,,,,,0.0,0.0734487125369354,0.1947,0.4272,0.0739,0.5114,0.2272,1,divide_nd
dixie_fl,6.0,0.419,0.172,0.247,dixie_fl,FL,Donald Trump,REP,6759,1408,8167,0.828,0.172,dixie_fl,Dixie County,FL,4.0,0.0,16826.0,3984.0,9769.0,dixie_fl,1903.0,11.3,13.0,0.0,6340.0,37.7,13.0,0.0,7310.0,43.4,14.0,33.4,dixie_fl,0.1627759503120777,0.106395551285443,0.2222040578687377,0.1718732769610603,0.1779379198859347,0.0,0.1558070207458782,0.7484742288738822,0.7847769605159092,0.1988140232402506,0.785274715580702,0.7216201618300176,3,dixie_fl
dixon_ne,10.0,0.268,0.057,0.211,dixon_ne,NE,Donald Trump,REP,2335,759,3094,0.755,0.245,dixon_ne,Dixon County,NE,2.0,1.0,5636.0,1167.0,3026.0,dixon_ne,393.0,7.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,49.3,dixon_ne,0.1925451765170969,0.0748826081276553,0.3604830370489019,0.0769332177930963,0.1863226368426552,0.0,0.0624782457361642,0.4643098155238426,0.7918347024016708,0.4019544030630004,0.6838431952662722,0.597987573964497,2,dixon_ne
doddridge_wv,8.0,0.267,0.089,0.178,doddridge_wv,WV,Donald Trump,REP,2619,482,3101,0.845,0.155,doddridge_wv,Doddridge County,WV,2.0,0.0,8448.0,1844.0,5353.0,doddridge_wv,109.0,1.3,5.0,0.0,568.0,6.7,5.0,0.0,5525.0,65.4,8.0,48.3,doddridge_wv,0.2361029542381882,0.1074095200622365,0.0019798989873223,0.0723370237153837,0.173665425459416,0.0,0.0609184629803186,0.6397216260543579,0.4956574273664479,0.1301528584817244,0.7106652061855669,0.5514921274601686,2,doddridge_wv
dodge_ga,7.0,0.226,0.096,0.131,dodge_ga,GA,Donald Trump,REP,5843,2228,8071,0.724,0.276,dodge_ga,Dodge County,GA,4.0,0.0,20605.0,3840.0,12803.0,dodge_ga,310.0,1.5,13.0,0.0,2133.0,10.4,13.0,0.0,8386.0,40.7,14.0,31.1,dodge_ga,0.1001770632430398,0.2698232192874932,0.1753979864954745,0.2163363862136926,0.1189556962346346,0.0,0.1025383622544098,0.7748362923657919,0.7319397820163487,0.4064584731583728,0.8178223815669965,0.7922548448778622,6,dodge_ga
dodge_mn,8.0,0.188,0.043,0.145,dodge_mn,MN,Donald Trump,REP,7783,4404,12187,0.639,0.361,dodge_mn,Dodge County,MN,1.0,1.0,20934.0,3174.0,12401.0,dodge_mn,4150.0,19.8,1.0,0.0,11170.0,53.4,3.0,0.0,13099.0,62.6,4.0,55.5,dodge_mn,0.1745275135902646,0.2445666371359756,0.127260135156301,0.1750503584686418,0.1965115340126375,0.0,0.0426586337576523,0.194625060732679,0.5216767563890778,0.2156814546691283,0.5428274171606258,0.3096395879895054,5,dodge_mn
dodge_ne,10.0,0.217,0.054,0.163,dodge_ne,NE,Donald Trump,REP,10984,5954,16938,0.648,0.352,dodge_ne,Dodge County,NE,3.0,0.0,36565.0,7097.0,20631.0,dodge_ne,1552.0,4.2,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,58.5,dodge_ne,0.2288362721345644,0.2361518743897193,0.2386885941975443,0.2893348060638401,0.2559608732035252,0.0,0.0977019327754,0.4930919717580351,0.6690688193441103,0.4423168116021045,0.5034504593408391,0.5301487800888696,9,dodge_ne
dodge_wi,29.0,0.274,0.075,0.199,dodge_wi,WI,Donald Trump,REP,31355,17081,48436,0.647,0.353,dodge_wi,Dodge County,WI,1.0,0.0,87839.0,15996.0,54670.0,dodge_wi,12597.0,14.3,1.0,0.0,40791.0,46.4,3.0,0.0,48729.0,55.5,4.0,53.5,dodge_wi,0.141859048929414,0.2387167184849241,0.1078177969636982,0.2837753816609927,0.2135721155167869,0.0,0.0381197593875319,0.4060291628691214,0.438819441532993,0.2193503451968647,0.5493238858002187,0.3944267396554867,20,dodge_wi
dolores_co,5.0,0.268,0.049,0.219,dolores_co,CO,Donald Trump,REP,1089,360,1449,0.752,0.248,dolores_co,Dolores County,CO,1.0,0.0,2055.0,538.0,1117.0,dolores_co,0.0,0.0,0.0,0.0,804.0,39.1,2.0,0.0,975.0,47.4,3.0,46.8,dolores_co,,,,,,0.0,0.0505160239000543,0.3991,0.8499,0.0794,0.1879,0.3014,1,dolores_co
doniphan_ks,10.0,0.329,0.077,0.252,doniphan_ks,KS,Donald Trump,REP,2949,725,3674,0.803,0.197,doniphan_ks,Doniphan County,KS,1.0,1.0,7600.0,1503.0,4505.0,doniphan_ks,1049.0,13.8,1.0,0.0,3150.0,41.4,2.0,0.0,4176.0,54.9,3.0,34.4,doniphan_ks,0.1158851730521784,0.2801768251182338,0.058374766237933,0.1399568624017176,0.1408403469653967,0.0,0.0975956566701137,0.4997106514994829,0.5081551706308169,0.1020243019648397,0.7138136763185108,0.4752808945191313,3,doniphan_ks
donley_tx,6.0,0.283,0.09,0.193,donley_tx,TX,Donald Trump,REP,1438,210,1648,0.873,0.127,donley_tx,Donley County,TX,2.0,0.0,3278.0,804.0,1839.0,donley_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,39.5,6.0,37.8,donley_tx,0.1533007501612435,0.1186525178831026,0.0417193000900063,0.3212386106930485,0.2081722363813196,0.0,0.1505757307351638,0.5090788012990848,0.6333893120755831,0.3324351048125184,0.5917196929436079,0.5319719515795689,2,donley_tx
dooly_ga,6.0,0.128,0.053,0.074,dooly_ga,GA,Donald Trump,REP,2159,1946,4105,0.526,0.474,dooly_ga,Dooly County,GA,4.0,0.0,13390.0,2824.0,8364.0,dooly_ga,582.0,4.3,13.0,0.0,2247.0,16.8,13.0,0.0,5657.0,42.2,14.0,34.9,dooly_ga,0.0307688153818115,0.0597934221577367,0.0451531098965877,0.1501808243418579,0.0764327809254642,0.0,0.1464940668824164,0.8768030996044589,0.7216327508090614,0.6595879395900756,0.7868339877741819,0.8661908450197771,3,dooly_ga
door_wi,13.0,0.153,0.032,0.121,door_wi,WI,Joe Biden,DEM,10044,10073,20117,0.501,0.499,door_wi,Door County,WI,1.0,0.0,27668.0,8437.0,14734.0,door_wi,6197.0,22.4,1.0,0.0,19839.0,71.7,4.0,0.0,23232.0,84.0,4.0,63.0,door_wi,0.1074733119326736,0.1873342252351247,0.1021571596990527,0.2205958849218281,0.162863051706368,0.0,0.0413644812128721,0.2757346186085498,0.5040979080870294,0.1649229199314844,0.5276298917599038,0.3189305659827253,9,door_wi
dorchester_md,17.0,0.149,0.053,0.096,dorchester_md,MD,Donald Trump,REP,8764,7213,15977,0.549,0.451,dorchester_md,Dorchester County,MD,4.0,0.0,31929.0,7063.0,18156.0,dorchester_md,4790.0,15.0,13.0,0.0,17713.0,55.5,15.0,0.0,20547.0,64.4,16.0,49.1,dorchester_md,0.2246980220453912,0.166496937742944,0.2522674820503031,0.2491794283242499,0.2767375115118616,0.0,0.0545550354917702,0.5976456681441988,0.738959464988686,0.4979080282694275,0.5802645857226992,0.6308168779641052,9,dorchester_md
dorchester_sc,15.0,0.159,0.041,0.118,dorchester_sc,SC,Donald Trump,REP,41913,35365,77278,0.542,0.458,dorchester_sc,Dorchester County,SC,2.0,1.0,162809.0,23644.0,99845.0,dorchester_sc,17153.0,10.5,5.0,0.0,79610.0,48.9,7.0,0.0,101283.0,62.2,8.0,36.3,dorchester_sc,0.226218067580819,0.2858677562556971,0.1680921262284465,0.2679249631893228,0.2484604507092963,0.0,0.091500829720725,0.4866309717380398,0.5197038861803259,0.43363514028069,0.4138159100557006,0.4570911985283712,25,dorchester_sc
dougherty_ga,6.0,0.176,0.066,0.11,dougherty_ga,GA,Joe Biden,DEM,24568,10719,35287,0.304,0.696,dougherty_ga,Dougherty County,GA,4.0,1.0,87956.0,14508.0,52661.0,dougherty_ga,1491.0,1.7,13.0,0.0,18305.0,20.8,13.0,0.0,49672.0,56.5,15.0,35.2,dougherty_ga,0.2753994484060129,0.2052912402742341,0.1180166069486388,0.3014501797697107,0.2570897349076229,0.0,0.1660644268470823,0.7553720326417643,0.7731793836285956,0.5081737833474282,0.5742998550231194,0.7156593943920306,27,dougherty_ga
douglas_co,19.0,0.09,0.021,0.069,douglas_co,CO,Donald Trump,REP,121270,110329,231599,0.524,0.476,douglas_co,Douglas County,CO,1.0,1.0,351154.0,43602.0,219185.0,douglas_co,2160.0,0.6,1.0,0.0,230175.0,65.5,4.0,0.0,278797.0,79.4,4.0,54.1,douglas_co,0.0917105885633976,0.1222971675073788,0.1302512936910675,0.2236019865474771,0.1133994707295789,0.0,0.0292866402526976,0.0654864865769565,0.206457854808377,0.3042676264553549,0.1695520872513039,0.0786800802765554,61,douglas_co
douglas_ga,8.0,0.2,0.062,0.138,douglas_ga,GA,Joe Biden,DEM,42814,26292,69106,0.38,0.62,douglas_ga,Douglas County,GA,3.0,1.0,146343.0,17366.0,91401.0,douglas_ga,7211.0,4.9,9.0,0.0,41239.0,28.2,9.0,0.0,77774.0,53.1,11.0,34.9,douglas_ga,0.1856789572296622,0.2248526986250051,0.170759642095025,0.2968745931853168,0.2496834338348841,0.0,0.1307036097010716,0.5775892484489565,0.5668831718838128,0.6127223357304005,0.4027729392272983,0.5419885751551043,20,douglas_ga
douglas_il,13.0,0.176,0.055,0.12,douglas_il,IL,Donald Trump,REP,6227,2533,8760,0.711,0.289,douglas_il,Douglas County,IL,2.0,0.0,19465.0,3568.0,11092.0,douglas_il,3009.0,15.5,5.0,0.0,8915.0,45.8,6.0,0.0,10176.0,52.3,7.0,46.3,douglas_il,0.0730107731776619,0.1501032411375583,0.2154766646298387,0.210461219705674,0.1888573271017039,0.0,0.143603530485949,0.5175834686009942,0.5803926854012377,0.2527812772648879,0.6242424977173582,0.51095041087552,5,douglas_il
douglas_ks,12.0,0.143,0.027,0.116,douglas_ks,KS,Joe Biden,DEM,39436,18104,57540,0.315,0.685,douglas_ks,Douglas County,KS,1.0,1.0,122259.0,15678.0,84555.0,douglas_ks,20016.0,16.4,1.0,0.0,81471.0,66.6,4.0,0.0,98064.0,80.2,4.0,47.6,douglas_ks,0.2078886184049951,0.2240575067261669,0.1797322181415876,0.2795420920608669,0.1872223073806975,0.0,0.0762074774344404,0.3960813583754473,0.231513707791718,0.3455704623739722,0.5541792882944041,0.3538478968144218,22,douglas_ks
douglas_mn,16.0,0.266,0.069,0.198,douglas_mn,MN,Donald Trump,REP,15799,8366,24165,0.654,0.346,douglas_mn,Douglas County,MN,1.0,0.0,38141.0,8926.0,21017.0,douglas_mn,8888.0,23.3,1.0,0.0,19961.0,52.3,3.0,0.0,23172.0,60.8,4.0,59.9,douglas_mn,0.122730512143929,0.2371033529918967,0.0738746987209498,0.2628250088514747,0.1782568683420392,0.0,0.0307502083165336,0.2300716608875628,0.5556303658307126,0.0981773701045614,0.5236620406956428,0.3008801575141789,9,douglas_mn
douglas_mo,15.0,0.388,0.083,0.305,douglas_mo,MO,Donald Trump,REP,5898,1102,7000,0.843,0.157,douglas_mo,Douglas County,MO,3.0,0.0,13185.0,3283.0,6993.0,douglas_mo,974.0,7.4,9.0,0.0,3063.0,23.2,9.0,0.0,3548.0,26.9,9.0,39.0,douglas_mo,0.1338219837445751,0.1546313788767769,0.1342143559137149,0.1302619028470463,0.0164664304976316,0.0,0.1478241363840287,0.7148579108718409,0.7497672125018693,0.0982176312247644,0.5721110438163601,0.5946029235830717,3,douglas_mo
douglas_ne,35.0,0.12,0.04,0.08,douglas_ne,NE,Joe Biden,DEM,150350,126190,276540,0.456,0.544,douglas_ne,Douglas County,NE,2.0,1.0,571327.0,76770.0,348870.0,douglas_ne,73651.0,12.9,5.0,0.0,330828.0,57.9,8.0,0.0,407427.0,71.3,8.0,49.6,douglas_ne,0.3391271509032197,0.296180423205446,0.2717363968530711,0.2996776490469319,0.3345080188475064,0.0,0.0948500158560844,0.3754112803427797,0.4340548031322974,0.4682892522775103,0.3972002376610834,0.3847770553449419,156,douglas_ne
