County_State,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,county_vaccine,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden,county_election,County,State,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,county_census,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122,county_checkpoint,socio_std,hh_std,minority_std,housing_std,overall_std,null_pct,uninsured_pct,socio_wgt,hh_wgt,minority_wgt,housing_wgt,overall_wgt,count,county_svi
park_co,12.0,0.262,0.047,0.215,park_co,CO,Donald Trump,REP,6991,5299,12290,0.569,0.431,park_co,Park County,CO,1.0,1.0,18845.0,4070.0,11947.0,park_co,68.0,0.4,1.0,0.0,8230.0,43.7,3.0,0.0,9627.0,51.1,3.0,53.2,park_co,0.1417336339758492,0.167388132793218,0.0530471676906505,0.138899056872248,0.089412202746605,0.0,0.0722171113155473,0.2282769376724931,0.1767465846366145,0.1169860970561177,0.2185716766329346,0.1096499080036798,5,park_co
park_mt,11.0,0.182,0.069,0.113,park_mt,MT,Donald Trump,REP,6025,5593,11618,0.519,0.481,park_mt,Park County,MT,1.0,0.0,16606.0,3940.0,9819.0,park_mt,2747.0,16.5,1.0,0.0,9680.0,58.3,3.0,0.0,11624.0,70.0,4.0,50.6,park_mt,0.168875492597357,0.2574284114079096,0.1068087168727346,0.2152472810513526,0.1733568141147038,0.1666666666666666,0.1178136156592392,0.2921087775452419,0.3699386064261972,0.1757409085313308,0.6118680105872214,0.3245727502154376,5,park_mt
park_wy,8.0,0.279,0.094,0.184,park_wy,WY,Donald Trump,REP,12813,3904,16717,0.766,0.234,park_wy,Park County,WY,1.0,0.0,29194.0,7123.0,16112.0,park_wy,5960.0,20.4,1.0,0.0,12369.0,42.4,2.0,0.0,14920.0,51.1,3.0,48.8,park_wy,0.1610012018588681,0.1397895310815513,0.1338526316513799,0.3044187789871052,0.1753332341571329,0.0,0.1192610143882421,0.244479471858796,0.5077411421311081,0.1961676693794856,0.4986939699872944,0.295940087909069,5,park_wy
parke_in,13.0,0.45,0.075,0.374,parke_in,IN,Donald Trump,REP,5398,1613,7011,0.77,0.23,parke_in,Parke County,IN,3.0,0.0,16937.0,3380.0,9897.0,parke_in,2176.0,12.8,9.0,0.0,6176.0,36.5,10.0,0.0,7324.0,43.2,10.0,41.2,parke_in,0.0778256812798106,0.2363665514971749,0.0920672399209766,0.2465185658998797,0.0176402947821174,0.0,0.1380324782301718,0.6336153447870088,0.6326515415391858,0.1851855142386443,0.6100111437985408,0.5663706048481996,4,parke_in
parker_tx,18.0,0.33,0.068,0.263,parker_tx,TX,Donald Trump,REP,62045,14083,76128,0.815,0.185,parker_tx,Parker County,TX,2.0,1.0,142878.0,22331.0,85215.0,parker_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86093.0,60.3,8.0,31.8,parker_tx,0.2231604477468991,0.25026924250233,0.17450748756536,0.2495432126321215,0.236993515838952,0.0,0.1370934192077163,0.3900677100506926,0.4968267823300103,0.3799695859848076,0.4181653996086347,0.4011219480439438,19,parker_tx
parmer_tx,5.0,0.304,0.059,0.245,parmer_tx,TX,Donald Trump,REP,2135,515,2650,0.806,0.194,parmer_tx,Parmer County,TX,4.0,0.0,9605.0,1366.0,5529.0,parmer_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4439.0,46.2,15.0,36.2,parmer_tx,0.0449012806053457,0.0997020561473032,0.0618011326757042,0.0517602163828552,0.0304055915910215,0.0,0.202902963865205,0.5984310495330898,0.7627302679658953,0.869723365814048,0.8696170523751523,0.8370163012586277,2,parmer_tx
pasco_fl,29.0,0.222,0.062,0.161,pasco_fl,FL,Donald Trump,REP,179621,122349,301970,0.595,0.405,pasco_fl,Pasco County,FL,3.0,1.0,553947.0,125451.0,316381.0,pasco_fl,72890.0,13.2,9.0,0.0,307880.0,55.6,11.0,0.0,371023.0,67.0,12.0,40.9,pasco_fl,0.2301156746720636,0.2222280607849238,0.1621591710321347,0.2966250290546968,0.2447715965046941,0.0,0.1171285152753758,0.5292191788763262,0.6029906561586235,0.458961780322096,0.4455364887493561,0.5077645136145619,133,pasco_fl
pasquotank_nc,1.0,0.187,0.057,0.13,pasquotank_nc,NC,Joe Biden,DEM,9832,10065,19897,0.506,0.494,pasquotank_nc,Pasquotank County,NC,4.0,0.0,39824.0,6841.0,24227.0,pasquotank_nc,9202.0,23.1,13.0,0.0,18708.0,47.0,14.0,0.0,29093.0,73.1,16.0,25.7,pasquotank_nc,0.256816125315803,0.2708659916719787,0.2358351458116453,0.2396711276821729,0.2516133870754009,0.0,0.128549355353479,0.6055683122672814,0.5670033739456419,0.4483823982370374,0.5980558195496339,0.5925178955900605,10,pasquotank_nc
passaic_nj,31.0,0.121,0.056,0.066,passaic_nj,NJ,Joe Biden,DEM,129097,95233,224330,0.425,0.575,passaic_nj,Passaic County,NJ,4.0,1.0,501826.0,75180.0,307628.0,passaic_nj,60712.0,12.1,13.0,0.0,326373.0,65.0,16.0,0.0,418787.0,83.5,16.0,39.1,passaic_nj,0.2986048997270504,0.2282528337845878,0.2303781035509959,0.2715534411714939,0.3110654303856905,0.01,0.1234738699541689,0.5164218605537438,0.3699164328800512,0.7588331382850972,0.5386831346130562,0.5561929304277233,99,passaic_nj
patrick_va,12.0,0.209,0.064,0.145,patrick_va,VA,Donald Trump,REP,7485,2049,9534,0.785,0.215,patrick_va,Patrick County,VA,3.0,0.0,17608.0,4723.0,9835.0,patrick_va,1399.0,7.9,9.0,0.0,4853.0,27.6,9.0,0.0,7956.0,45.2,10.0,36.7,patrick_va,0.084352608139879,0.1243490349781613,0.0319203566187263,0.2566886635595737,0.0747756644905279,0.0,0.1160199339268716,0.7203922728036284,0.720676096086007,0.2616030460832073,0.5177460384120052,0.619515555182261,4,patrick_va
paulding_ga,10.0,0.276,0.08,0.196,paulding_ga,GA,Donald Trump,REP,54517,30855,85372,0.639,0.361,paulding_ga,Paulding County,GA,1.0,1.0,168667.0,18389.0,106621.0,paulding_ga,6325.0,3.7,1.0,0.0,31733.0,18.8,1.0,0.0,70929.0,42.1,2.0,32.6,paulding_ga,0.1087608173016227,0.1939520164328347,0.140962431849704,0.2059015305732273,0.1607117573401785,0.0,0.1083996406570841,0.4352681314168378,0.3760061152464065,0.3716413507443531,0.2421253105749486,0.3029207944045174,19,paulding_ga
paulding_oh,14.0,0.315,0.074,0.241,paulding_oh,OH,Donald Trump,REP,7086,2381,9467,0.748,0.252,paulding_oh,Paulding County,OH,2.0,0.0,18672.0,3561.0,10733.0,paulding_oh,1297.0,6.9,5.0,0.0,4472.0,24.0,5.0,0.0,8353.0,44.7,7.0,46.5,paulding_oh,0.1289839447373199,0.137400411207536,0.1243762718527935,0.2570387850111341,0.1395415063699686,0.0,0.0623145400593471,0.4936266585417549,0.7618072011445527,0.2024575508690123,0.5134468206867316,0.4921854175498092,5,paulding_oh
pawnee_ks,9.0,0.308,0.065,0.243,pawnee_ks,KS,Donald Trump,REP,2028,684,2712,0.748,0.252,pawnee_ks,Pawnee County,KS,2.0,0.0,6414.0,1380.0,3984.0,pawnee_ks,1295.0,20.2,5.0,0.0,3135.0,48.9,7.0,0.0,3677.0,57.3,8.0,51.5,pawnee_ks,0.0582655987697715,0.1970706599166908,0.1204909955141876,0.276903015512652,0.1687863886692288,0.0,0.0909226412282009,0.4311266507676256,0.7289171411536741,0.2877128484125801,0.4685257713519153,0.4594446415263079,2,pawnee_ks
pawnee_ne,9.0,0.255,0.047,0.208,pawnee_ne,NE,Donald Trump,REP,1071,358,1429,0.749,0.251,pawnee_ne,Pawnee County,NE,1.0,0.0,2613.0,750.0,1298.0,pawnee_ne,373.0,14.3,1.0,0.0,1019.0,39.0,2.0,0.0,1141.0,43.7,3.0,51.8,pawnee_ne,,,,,,0.0,0.1195814648729446,0.5142,0.5521,0.1575,0.7799,0.5351,1,pawnee_ne
pawnee_ok,12.0,0.278,0.062,0.216,pawnee_ok,OK,Donald Trump,REP,5267,1519,6786,0.776,0.224,pawnee_ok,Pawnee County,OK,3.0,1.0,16376.0,3193.0,9357.0,pawnee_ok,2499.0,15.3,9.0,0.0,7754.0,47.3,10.0,0.0,9456.0,57.7,11.0,40.2,pawnee_ok,0.1180493117303103,0.1352291277794839,0.1556240244949346,0.3125367370406238,0.2006583464498798,0.0,0.1499878256635013,0.5746763148283418,0.8409296932067203,0.248106227173119,0.5694535244704164,0.5946476381787192,5,pawnee_ok
payette_id,6.0,0.287,0.075,0.212,payette_id,ID,Donald Trump,REP,8862,2431,11293,0.785,0.215,payette_id,Payette County,ID,3.0,0.0,23951.0,4461.0,13295.0,payette_id,1965.0,8.2,9.0,0.0,6535.0,27.3,9.0,0.0,8753.0,36.5,10.0,35.1,payette_id,0.0599703815784647,0.0639066767508163,0.0425853946011227,0.1954637796796804,0.0906154328283359,0.0,0.1281628401545071,0.6104993533266785,0.8308819322078035,0.538484375678139,0.6628611561998177,0.7127792370122824,4,payette_id
payne_ok,14.0,0.255,0.059,0.196,payne_ok,OK,Donald Trump,REP,17813,11830,29643,0.601,0.399,payne_ok,Payne County,OK,3.0,0.0,81784.0,10648.0,55606.0,payne_ok,11179.0,13.7,9.0,0.0,38157.0,46.7,10.0,0.0,48318.0,59.1,11.0,42.0,payne_ok,0.1766681697586816,0.3783281020412277,0.1465468909598562,0.2971900613639854,0.2032645611960808,0.0,0.1191235646285209,0.5539404799293356,0.369869611836294,0.3372954350279713,0.598441933703013,0.4793487327019334,17,payne_ok
peach_ga,3.0,0.25,0.114,0.136,peach_ga,GA,Donald Trump,REP,6506,6047,12553,0.518,0.482,peach_ga,Peach County,GA,4.0,1.0,27546.0,4546.0,17275.0,peach_ga,493.0,1.8,13.0,0.0,3732.0,13.5,13.0,0.0,14367.0,52.2,15.0,35.4,peach_ga,0.2449702247212913,0.2941825057114489,0.2454412088464363,0.3774566540235669,0.3340560432023345,0.0,0.1347252095231031,0.7378619372543203,0.7333837981161463,0.5370932359267225,0.612740973818883,0.7242007639249426,6,peach_ga
pearl river_ms,5.0,0.326,0.121,0.205,pearl river_ms,MS,Donald Trump,REP,19595,4461,24056,0.815,0.185,pearl river_ms,Pearl River County,MS,3.0,0.0,55535.0,10601.0,32370.0,pearl river_ms,6924.0,12.5,9.0,0.0,23376.0,42.1,10.0,0.0,31204.0,56.2,11.0,33.4,pearl river_ms,0.1869087797414676,0.1926237459401099,0.1244467657273582,0.3070960802419986,0.2393366759283759,0.0,0.1378628805599376,0.6871969645868465,0.7352653701789698,0.235003069865274,0.4454543636330668,0.5592211336560953,9,pearl river_ms
pecos_tx,6.0,0.221,0.057,0.164,pecos_tx,TX,Donald Trump,REP,3215,1453,4668,0.689,0.311,pecos_tx,Pecos County,TX,4.0,0.0,15823.0,2141.0,9801.0,pecos_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10233.0,64.7,16.0,37.7,pecos_tx,0.1153943781126272,0.4288817581805036,0.0765230847522497,0.2525150870080175,0.2063707727206867,0.0,0.1760460846996265,0.6391930176615813,0.3386897132366905,0.8512305564347662,0.649592277014623,0.6808952332721403,4,pecos_tx
pembina_nd,13.0,0.373,0.068,0.305,pembina_nd,ND,Donald Trump,REP,2460,871,3331,0.739,0.261,pembina_nd,Pembina County,ND,1.0,0.0,6801.0,1622.0,3781.0,pembina_nd,1663.0,24.5,1.0,0.0,3443.0,50.6,3.0,0.0,4370.0,64.3,4.0,41.2,pembina_nd,0.1277586513704649,0.2328610422548176,0.0676111677165836,0.240204968724629,0.1823747871828779,0.0,0.0642816419612314,0.2799873004561003,0.4446741163055872,0.0990735176738882,0.5226093072976055,0.2869542616875712,5,pembina_nd
pemiscot_mo,12.0,0.302,0.108,0.195,pemiscot_mo,MO,Donald Trump,REP,4120,1615,5735,0.718,0.282,pemiscot_mo,Pemiscot County,MO,4.0,0.0,15805.0,2783.0,8992.0,pemiscot_mo,1364.0,8.6,13.0,0.0,4893.0,31.0,13.0,0.0,6252.0,39.6,14.0,20.1,pemiscot_mo,0.1470983129293693,0.0567713102426451,0.0608400087661619,0.2091280564630198,0.1479670425015876,0.0,0.1358698843285773,0.8399036462920556,0.947203270506723,0.2837308966003171,0.7331489342962833,0.823841107392402,6,pemiscot_mo
pend oreille_wa,8.0,0.264,0.058,0.206,pend oreille_wa,WA,Donald Trump,REP,5728,2825,8553,0.67,0.33,pend oreille_wa,Pend Oreille County,WA,3.0,1.0,13724.0,3693.0,7403.0,pend oreille_wa,1625.0,11.8,9.0,0.0,5133.0,37.4,10.0,0.0,6351.0,46.3,11.0,48.0,pend oreille_wa,0.1570774108521018,0.1053996774188611,0.0822466291102559,0.2836877279686239,0.1508622119684051,0.0,0.075119146682805,0.576717247900749,0.8310379529465164,0.1693953854300628,0.6184927074665254,0.594553370149028,5,pend oreille_wa
pender_nc,12.0,0.253,0.076,0.176,pender_nc,NC,Donald Trump,REP,21956,12213,34169,0.643,0.357,pender_nc,Pender County,NC,3.0,1.0,63060.0,11716.0,37342.0,pender_nc,9150.0,14.5,9.0,0.0,30430.0,48.3,10.0,0.0,44110.0,69.9,12.0,23.1,pender_nc,0.2306877456650006,0.23105501777303,0.2708896867378904,0.243391990907867,0.2786266929064765,0.0625,0.1104201965435445,0.5932961402914266,0.551306116570654,0.3605143697051847,0.4401243663165028,0.4985841206370721,15,pender_nc
pendleton_ky,10.0,0.271,0.067,0.204,pendleton_ky,KY,Donald Trump,REP,5515,1410,6925,0.796,0.204,pendleton_ky,Pendleton County,KY,2.0,1.0,14590.0,2403.0,8861.0,pendleton_ky,1805.0,12.4,5.0,0.0,5983.0,41.0,6.0,0.0,6946.0,47.6,7.0,45.7,pendleton_ky,0.2062460262243453,0.1832802317036219,0.0421929298974761,0.3197297765301192,0.2633912868718325,0.0,0.053099173553719,0.6274829407713498,0.6947423278236915,0.0947461914600551,0.6309973347107438,0.549370909090909,3,pendleton_ky
pendleton_wv,9.0,0.238,0.064,0.174,pendleton_wv,WV,Donald Trump,REP,2782,877,3659,0.76,0.24,pendleton_wv,Pendleton County,WV,2.0,0.0,6969.0,1963.0,3739.0,pendleton_wv,1380.0,19.8,5.0,0.0,2844.0,40.8,6.0,0.0,4440.0,63.7,8.0,49.6,pendleton_wv,0.0671507508024544,0.1353361124509394,0.0527469430393838,0.0479501129647609,0.040446178229016,0.0,0.0500283446712018,0.6467093820861679,0.718198086734694,0.0779208049886621,0.5930643707482993,0.5472961451247166,3,pendleton_wv
pennington_mn,7.0,0.242,0.063,0.18,pennington_mn,MN,Donald Trump,REP,4532,2745,7277,0.623,0.377,pennington_mn,Pennington County,MN,2.0,0.0,14119.0,2660.0,8250.0,pennington_mn,2260.0,16.0,5.0,0.0,6284.0,44.5,7.0,0.0,7600.0,53.8,8.0,51.5,pennington_mn,0.0685521188585735,0.2658771483223031,0.1076821805128406,0.3442806747408283,0.2288543161052463,0.0,0.0273547659334461,0.3312278059785674,0.6229458403835307,0.208647532430908,0.6476303793006204,0.4477943386914834,5,pennington_mn
pennington_sd,18.0,0.233,0.062,0.17,pennington_sd,SD,Donald Trump,REP,35063,22455,57518,0.61,0.39,pennington_sd,Pennington County,SD,2.0,1.0,113775.0,21084.0,66721.0,pennington_sd,7701.0,6.8,5.0,0.0,43467.0,38.2,6.0,0.0,82679.0,72.7,8.0,35.4,pennington_sd,0.2703748759728097,0.2424947607925947,0.1505193231459543,0.282481799756508,0.274093220704861,0.0,0.1095577067359598,0.3719291470712024,0.624189648105111,0.2416764323750617,0.6399835151060442,0.4746367751203176,23,pennington_sd
penobscot_me,48.0,0.153,0.031,0.123,penobscot_me,ME,Joe Biden,DEM,512,333,845,0.394,0.606,penobscot_me,Penobscot County,ME,2.0,1.0,152148.0,29110.0,95639.0,penobscot_me,24835.0,16.3,5.0,0.0,96907.0,63.7,8.0,0.0,119351.0,78.4,8.0,52.5,penobscot_me,0.207752759737973,0.2669248533089597,0.1007914186209959,0.2532476293339881,0.2049979500781212,0.0,0.0942351793763344,0.4962509884809025,0.5768682460394865,0.1100214816669741,0.5532519631230725,0.4392745044415742,46,penobscot_me
peoria_il,28.0,0.179,0.055,0.124,peoria_il,IL,Joe Biden,DEM,43578,40395,83973,0.481,0.519,peoria_il,Peoria County,IL,3.0,1.0,179179.0,31489.0,105281.0,peoria_il,38933.0,21.7,9.0,0.0,102929.0,57.4,11.0,0.0,118747.0,66.3,12.0,50.7,peoria_il,0.3166235822990886,0.2792770431025042,0.2344448514066023,0.2807021552861137,0.2992766314352441,0.0,0.0568515095168136,0.48213243739937,0.5608116587066241,0.4226616362088874,0.4610196196527216,0.4712755501103202,48,peoria_il
pepin_wi,6.0,0.262,0.05,0.212,pepin_wi,WI,Donald Trump,REP,2584,1560,4144,0.624,0.376,pepin_wi,Pepin County,WI,1.0,0.0,7287.0,1714.0,4054.0,pepin_wi,1451.0,19.9,1.0,0.0,3315.0,45.5,3.0,0.0,3831.0,52.6,3.0,53.8,pepin_wi,0.0902268252794034,0.1866054795551298,0.0611647365726363,0.2100107140124046,0.1829285242929599,0.0,0.0857890388322776,0.3820175158358579,0.5801498622968879,0.1651715918479757,0.6511683558248417,0.4323720324979345,2,pepin_wi
perkins_ne,5.0,0.441,0.106,0.335,perkins_ne,NE,Donald Trump,REP,1321,224,1545,0.855,0.145,perkins_ne,Perkins County,NE,1.0,0.0,2891.0,686.0,1492.0,perkins_ne,404.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,1186.0,41.0,3.0,50.3,perkins_ne,,,,,,0.0,0.0650154798761609,0.2237,0.5698,0.1762,0.538,0.313,1,perkins_ne
perkins_sd,7.0,0.296,0.102,0.194,perkins_sd,SD,Donald Trump,REP,1401,268,1669,0.839,0.161,perkins_sd,Perkins County,SD,1.0,0.0,2865.0,760.0,1511.0,perkins_sd,85.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1033.0,36.1,2.0,47.1,perkins_sd,,,,,,0.0,0.0915032679738562,0.312,0.5908,0.0386,0.7592,0.3905,1,perkins_sd
perquimans_nc,4.0,0.24,0.078,0.162,perquimans_nc,NC,Donald Trump,REP,4903,2581,7484,0.655,0.345,perquimans_nc,Perquimans County,NC,3.0,0.0,13463.0,3671.0,7286.0,perquimans_nc,3213.0,23.9,9.0,0.0,4800.0,35.7,9.0,0.0,8308.0,61.7,11.0,30.9,perquimans_nc,0.1904689213493896,0.3314097363285112,0.2292426080233195,0.2054638978831399,0.2522677611850815,0.0,0.1254179359536369,0.606798788914481,0.5650057953785571,0.3981136785793892,0.598411137528791,0.5795543353889591,3,perquimans_nc
perry_al,8.0,0.337,0.126,0.211,perry_al,AL,Joe Biden,DEM,3860,1370,5230,0.262,0.738,perry_al,Perry County,AL,4.0,0.0,8923.0,1795.0,5261.0,perry_al,1244.0,13.9,13.0,0.0,4029.0,45.2,14.0,0.0,5161.0,57.8,15.0,38.8,perry_al,0.0499686234884785,0.1870075488672404,0.1438061310700393,0.3782933782132592,0.2110879200712347,0.0,0.1250263546278726,0.9549830908707568,0.867024604680582,0.5086635884461311,0.7975576850094878,0.9153254691123762,3,perry_al
perry_ar,8.0,0.279,0.062,0.217,perry_ar,AR,Donald Trump,REP,3479,1148,4627,0.752,0.248,perry_ar,Perry County,AR,3.0,1.0,10455.0,2142.0,5955.0,perry_ar,1508.0,14.4,9.0,0.0,5291.0,50.6,11.0,0.0,6220.0,59.5,12.0,41.2,perry_ar,0.0797135496637804,0.0796789181653465,0.0205918268575989,0.1264709189234162,0.0857211759135395,0.0,0.0591939546599496,0.7339367564425499,0.8294831137376477,0.0696227572175934,0.7541169734547568,0.6777036814570819,3,perry_ar
perry_il,12.0,0.213,0.06,0.153,perry_il,IL,Donald Trump,REP,7313,2758,10071,0.726,0.274,perry_il,Perry County,IL,3.0,0.0,20916.0,4007.0,12859.0,perry_il,3457.0,16.5,9.0,0.0,8997.0,43.0,10.0,0.0,11573.0,55.3,11.0,46.0,perry_il,0.1632950050266898,0.2016873917725151,0.1143070849364406,0.2297588794076665,0.1956723758394798,0.0,0.0329218106995884,0.6640273896371118,0.7008414094650205,0.1602657454171343,0.6707404180695847,0.6088305742611299,6,perry_il
perry_in,14.0,0.279,0.08,0.199,perry_in,IN,Donald Trump,REP,5345,3377,8722,0.613,0.387,perry_in,Perry County,IN,2.0,0.0,19169.0,3638.0,11498.0,perry_in,3394.0,17.7,5.0,0.0,10210.0,53.3,7.0,0.0,11841.0,61.8,8.0,48.0,perry_in,0.1552033762519359,0.3754074386583196,0.0646514268984065,0.2644929205101717,0.2568507991032926,0.0,0.0544381171307664,0.4659370304581787,0.6082321874510214,0.0740206206572279,0.5615735593751632,0.4291569771694269,5,perry_in
perry_ky,23.0,0.274,0.162,0.112,perry_ky,KY,Donald Trump,REP,8129,2497,10626,0.765,0.235,perry_ky,Perry County,KY,4.0,0.0,25758.0,4493.0,15353.0,perry_ky,5571.0,21.6,13.0,0.0,14692.0,57.0,15.0,0.0,17982.0,69.8,16.0,39.7,perry_ky,0.0959224230824054,0.1192936443044162,0.0403175940856736,0.1680133391813195,0.1244937519946856,0.0,0.0589961734220009,0.8748189248430359,0.8160296578370546,0.0538680870825129,0.81519355425939,0.7737648363487758,8,perry_ky
perry_mo,7.0,0.409,0.074,0.335,perry_mo,MO,Donald Trump,REP,7657,1790,9447,0.811,0.189,perry_mo,Perry County,MO,1.0,0.0,19136.0,3680.0,11060.0,perry_mo,2636.0,13.8,1.0,0.0,7052.0,36.9,2.0,0.0,8374.0,43.8,2.0,40.7,perry_mo,0.1270167114989205,0.3134236828958526,0.1104487347143461,0.2878559153465497,0.2440509414036339,0.0,0.0578710957902433,0.4580236237334169,0.6458151467669487,0.0680125979316828,0.506420160869111,0.4059402538389219,5,perry_mo
perry_ms,8.0,0.31,0.082,0.228,perry_ms,MS,Donald Trump,REP,4500,1422,5922,0.76,0.24,perry_ms,Perry County,MS,3.0,1.0,11973.0,2235.0,7085.0,perry_ms,1376.0,11.5,9.0,0.0,4044.0,33.8,9.0,0.0,5101.0,42.6,10.0,32.1,perry_ms,0.0780079696783176,0.1057218520458282,0.0644802553758383,0.3358809511319946,0.187859557471355,0.0,0.1497339541070834,0.7690764965081477,0.8680763967409378,0.1814965996009311,0.5759391420019954,0.6786958929165281,3,perry_ms
perry_oh,17.0,0.373,0.113,0.26,perry_oh,OH,Donald Trump,REP,12357,4318,16675,0.741,0.259,perry_oh,Perry County,OH,3.0,1.0,36134.0,6140.0,21511.0,perry_oh,3216.0,8.9,9.0,0.0,0.0,0.0,9.0,0.0,15206.0,42.1,11.0,48.3,perry_oh,0.1683808589675996,0.131182764365852,0.0775908671601669,0.2210916318331986,0.1607369652569066,0.0,0.0515492566347089,0.7025587661525636,0.8118527692093929,0.0543680755870501,0.5922248686952897,0.5969981408920384,6,perry_oh
perry_pa,16.0,0.231,0.064,0.167,perry_pa,PA,Donald Trump,REP,18293,6359,24652,0.742,0.258,perry_pa,Perry County,PA,1.0,1.0,46272.0,8806.0,27604.0,perry_pa,3543.0,7.7,1.0,0.0,25100.0,54.2,3.0,0.0,25710.0,55.6,3.0,41.9,perry_pa,0.0803354501795786,0.164724725257355,0.0800191643712096,0.2268529783312923,0.1463832807696592,0.0,0.0892997125685915,0.4115843371657521,0.5694172959672502,0.1366590627994077,0.5240403601602648,0.3860263369915512,10,perry_pa
perry_tn,3.0,0.337,0.134,0.203,perry_tn,TN,Donald Trump,REP,2775,653,3428,0.81,0.19,perry_tn,Perry County,TN,3.0,0.0,8076.0,1725.0,4558.0,perry_tn,1252.0,15.5,9.0,0.0,3033.0,37.6,9.0,0.0,3632.0,45.0,11.0,43.0,perry_tn,0.1156826694021191,0.1624931383166686,0.023546655813512,0.2554776800426995,0.2040710170504376,0.0,0.143958543983822,0.7795018705763397,0.7949764661274015,0.0682619944388271,0.7061645222446916,0.6732372851365016,2,perry_tn
pershing_nv,4.0,0.237,0.071,0.165,pershing_nv,NV,Donald Trump,REP,1731,589,2320,0.746,0.254,pershing_nv,Pershing County,NV,4.0,0.0,6725.0,1103.0,4532.0,pershing_nv,598.0,8.9,13.0,0.0,2387.0,35.5,14.0,0.0,2807.0,41.7,14.0,42.8,pershing_nv,,,,,,0.0,0.1036151868098623,0.7713,0.448,0.6536,0.9786,0.8624,1,pershing_nv
person_nc,9.0,0.151,0.05,0.102,person_nc,NC,Donald Trump,REP,13184,8710,21894,0.602,0.398,person_nc,Person County,NC,4.0,1.0,39490.0,7938.0,23423.0,person_nc,6560.0,16.6,13.0,0.0,20076.0,50.8,15.0,0.0,29222.0,74.0,16.0,27.7,person_nc,0.1794634821588265,0.3353116993400107,0.2010949479605047,0.2128839097903339,0.2570132125564198,0.0,0.0908790230250604,0.6640571682991986,0.687804854344231,0.3739075181274647,0.6240249052283424,0.6466592367383285,7,person_nc
petersburg city_va,2.0,0.13,0.055,0.075,petersburg city_va,VA,Joe Biden,DEM,12389,1729,14118,0.122,0.878,petersburg city_va,Petersburg city,VA,4.0,1.0,31346.0,5330.0,18945.0,petersburg city_va,420.0,1.3,13.0,0.0,764.0,2.4,13.0,0.0,13073.0,41.7,14.0,2.9,petersburg city_va,0.2355701543837071,0.2060662457472442,0.1492811916546025,0.138789307945533,0.1695212906982482,0.0,0.1278474251421748,0.777556348383448,0.7981021962484682,0.6493918339774406,0.7222324598611243,0.8240147579099507,11,petersburg city_va
petroleum_mt,3.0,0.449,0.079,0.37,petroleum_mt,MT,Donald Trump,REP,298,53,351,0.849,0.151,petroleum_mt,Petroleum County,MT,1.0,0.0,487.0,125.0,280.0,petroleum_mt,0.0,0.0,0.0,0.0,138.0,28.3,1.0,0.0,157.0,32.2,2.0,56.1,petroleum_mt,,,,,,0.0,0.1180555555555555,0.1759,0.3482,0.0108,0.1503,0.0781,1,petroleum_mt
pettis_mo,13.0,0.304,0.115,0.189,pettis_mo,MO,Donald Trump,REP,13854,5243,19097,0.725,0.275,pettis_mo,Pettis County,MO,4.0,0.0,42339.0,7244.0,24654.0,pettis_mo,6804.0,16.1,13.0,0.0,16848.0,39.8,14.0,0.0,20647.0,48.8,15.0,38.6,pettis_mo,0.1818071410738713,0.0865909380100166,0.1169169736491358,0.1560754951355855,0.1398764155830554,0.0,0.1324490807391848,0.6372466144296807,0.815088218356895,0.4232689457411909,0.5956508177763092,0.6683049609402657,11,pettis_mo
phelps_mo,10.0,0.335,0.122,0.213,phelps_mo,MO,Donald Trump,REP,13480,6088,19568,0.689,0.311,phelps_mo,Phelps County,MO,3.0,0.0,44573.0,7557.0,27678.0,phelps_mo,6692.0,15.0,9.0,0.0,18384.0,41.2,10.0,0.0,22263.0,49.9,11.0,39.8,phelps_mo,0.1557602088682044,0.2875619616322329,0.1525229997228104,0.3266089542556971,0.1680871205985488,0.0,0.0859139520864498,0.649197249324611,0.6441570742816316,0.245852981758914,0.580912101185559,0.5775517381499922,10,phelps_mo
