county_state,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22
richmond_va,4.0,0.207,0.062,0.144
richmond city_va,14.0,0.079,0.028,0.051
riley_ks,13.0,0.202,0.066,0.136
ringgold_ia,12.0,0.236,0.045,0.191
rio arriba_nm,10.0,0.14,0.065,0.076
rio blanco_co,3.0,0.287,0.05,0.237
rio grande_co,4.0,0.155,0.025,0.13
ripley_in,12.0,0.318,0.063,0.255
ripley_mo,8.0,0.393,0.117,0.275
ritchie_wv,14.0,0.291,0.083,0.208
riverside_ca,75.0,0.152,0.051,0.101
roane_tn,9.0,0.276,0.069,0.207
roane_wv,13.0,0.273,0.094,0.178
roanoke_va,13.0,0.179,0.058,0.121
roanoke city_va,9.0,0.168,0.056,0.112
roberts_sd,14.0,0.209,0.054,0.155
roberts_tx,2.0,0.333,0.147,0.186
robertson_ky,4.0,0.228,0.058,0.17
robertson_tn,11.0,0.241,0.07,0.171
robertson_tx,9.0,0.23,0.052,0.177
robeson_nc,13.0,0.2,0.084,0.116
rock_mn,13.0,0.195,0.064,0.131
rock_ne,4.0,0.268,0.06,0.208
rock_wi,19.0,0.16,0.047,0.113
rock island_il,21.0,0.174,0.05,0.124
rockbridge_va,13.0,0.133,0.049,0.083
rockcastle_ky,7.0,0.33,0.12,0.21
rockdale_ga,9.0,0.211,0.075,0.136
rockingham_nc,11.0,0.215,0.073,0.142
rockingham_nh,37.0,0.142,0.03,0.113
rockingham_va,22.0,0.18,0.04,0.14
rockland_ny,25.0,0.131,0.064,0.067
rockwall_tx,8.0,0.166,0.046,0.12
roger mills_ok,9.0,0.41,0.139,0.271
rogers_ok,11.0,0.331,0.085,0.247
rolette_nd,9.0,0.155,0.05,0.105
rooks_ks,7.0,0.351,0.055,0.296
roosevelt_mt,7.0,0.36,0.155,0.204
roosevelt_nm,10.0,0.218,0.113,0.105
roscommon_mi,7.0,0.261,0.058,0.203
roseau_mn,10.0,0.22,0.051,0.169
rosebud_mt,10.0,0.212,0.067,0.145
ross_oh,15.0,0.311,0.097,0.214
routt_co,13.0,0.116,0.03,0.086
rowan_ky,2.0,0.187,0.066,0.121
rowan_nc,17.0,0.312,0.109,0.203
runnels_tx,10.0,0.368,0.102,0.266
rush_in,15.0,0.24,0.082,0.157
rush_ks,10.0,0.232,0.069,0.163
rusk_tx,16.0,0.342,0.097,0.246
rusk_wi,15.0,0.32,0.053,0.267
russell_al,13.0,0.287,0.106,0.181
russell_ks,11.0,0.286,0.059,0.227
russell_ky,5.0,0.28,0.09,0.19
russell_va,10.0,0.237,0.078,0.159
rutherford_nc,15.0,0.216,0.094,0.122
rutherford_tn,18.0,0.221,0.076,0.145
rutland_vt,29.0,0.185,0.03,0.155
sabine_tx,6.0,0.336,0.075,0.261
sabine parish_la,12.0,0.3,0.075,0.225
sac_ia,14.0,0.353,0.083,0.27
sacramento_ca,55.0,0.15,0.053,0.097
sagadahoc_me,9.0,0.153,0.07,0.083
saginaw_mi,28.0,0.242,0.071,0.17
saguache_co,9.0,0.191,0.034,0.156
salem_nj,14.0,0.154,0.074,0.08
salem city_va,2.0,0.153,0.057,0.096
saline_ar,14.0,0.191,0.059,0.132
saline_il,11.0,0.19,0.062,0.128
saline_ks,9.0,0.239,0.063,0.176
saline_mo,12.0,0.288,0.096,0.192
saline_ne,9.0,0.199,0.059,0.14
salt lake_ut,38.0,0.112,0.039,0.073
saluda_sc,12.0,0.232,0.071,0.161
sampson_nc,16.0,0.198,0.056,0.142
san augustine_tx,5.0,0.378,0.068,0.309
san benito_ca,7.0,0.134,0.047,0.087
san bernardino_ca,95.0,0.194,0.063,0.131
san diego_ca,108.0,0.11,0.031,0.079
san francisco_ca,27.0,0.039,0.015,0.024
san jacinto_tx,8.0,0.377,0.155,0.221
san joaquin_ca,36.0,0.152,0.067,0.084
san juan_co,2.0,0.096,0.022,0.074
san juan_nm,22.0,0.177,0.074,0.103
san juan_ut,12.0,0.225,0.047,0.178
san juan_wa,10.0,0.051,0.022,0.029
san luis obispo_ca,26.0,0.143,0.051,0.092
san mateo_ca,30.0,0.046,0.017,0.029
san miguel_co,7.0,0.116,0.037,0.079
san miguel_nm,20.0,0.146,0.053,0.093
san patricio_tx,9.0,0.241,0.079,0.163
san saba_tx,7.0,0.326,0.136,0.191
sanborn_sd,4.0,0.139,0.043,0.096
sanders_mt,10.0,0.239,0.091,0.148
sandoval_nm,20.0,0.113,0.034,0.079
sandusky_oh,17.0,0.29,0.071,0.219
sangamon_il,29.0,0.213,0.063,0.15
sanilac_mi,21.0,0.307,0.098,0.209
sanpete_ut,15.0,0.276,0.05,0.226
santa barbara_ca,25.0,0.117,0.043,0.075
santa clara_ca,63.0,0.06,0.018,0.041
santa cruz_az,8.0,0.12,0.033,0.087
santa cruz_ca,17.0,0.104,0.029,0.075
santa fe_nm,17.0,0.121,0.048,0.073
santa rosa_fl,10.0,0.27,0.083,0.187
sarasota_fl,28.0,0.144,0.032,0.112
saratoga_ny,27.0,0.144,0.038,0.106
sargent_nd,10.0,0.252,0.127,0.125
sarpy_ne,13.0,0.159,0.034,0.124
sauk_wi,17.0,0.195,0.047,0.148
saunders_ne,17.0,0.191,0.062,0.129
sawyer_wi,12.0,0.206,0.046,0.161
schenectady_ny,18.0,0.209,0.049,0.161
schleicher_tx,3.0,0.191,0.083,0.108
schley_ga,2.0,0.199,0.084,0.114
schoharie_ny,24.0,0.16,0.052,0.107
schoolcraft_mi,7.0,0.227,0.039,0.187
schuyler_il,12.0,0.265,0.07,0.195
schuyler_mo,6.0,0.355,0.103,0.252
schuyler_ny,16.0,0.218,0.042,0.176
schuylkill_pa,59.0,0.26,0.062,0.198
scioto_oh,18.0,0.246,0.068,0.178
scotland_mo,9.0,0.335,0.102,0.232
scotland_nc,7.0,0.211,0.079,0.132
scott_ar,8.0,0.27,0.108,0.162
scott_ia,21.0,0.166,0.034,0.132
scott_il,9.0,0.272,0.062,0.209
scott_in,6.0,0.344,0.123,0.221
scott_ks,2.0,0.246,0.064,0.182
scott_ky,6.0,0.194,0.064,0.129
scott_mn,10.0,0.194,0.061,0.133
scott_mo,14.0,0.329,0.095,0.234
scott_ms,9.0,0.285,0.089,0.197
scott_tn,9.0,0.368,0.163,0.205
scott_va,10.0,0.291,0.084,0.207
scotts bluff_ne,9.0,0.317,0.068,0.249
screven_ga,5.0,0.147,0.062,0.085
scurry_tx,8.0,0.269,0.056,0.213
searcy_ar,10.0,0.328,0.081,0.247
sebastian_ar,15.0,0.247,0.059,0.187
sedgwick_co,4.0,0.226,0.044,0.182
sedgwick_ks,50.0,0.196,0.055,0.14
seminole_fl,16.0,0.153,0.047,0.106
seminole_ga,4.0,0.209,0.087,0.122
seminole_ok,10.0,0.298,0.113,0.185
seneca_ny,14.0,0.16,0.038,0.122
seneca_oh,19.0,0.286,0.105,0.181
sequatchie_tn,6.0,0.338,0.101,0.237
sequoyah_ok,9.0,0.35,0.109,0.241
sevier_ar,6.0,0.35,0.082,0.268
sevier_tn,9.0,0.237,0.069,0.168
sevier_ut,12.0,0.31,0.135,0.175
seward_ks,6.0,0.294,0.077,0.218
seward_ne,15.0,0.282,0.054,0.228
shackelford_tx,5.0,0.351,0.082,0.269
shannon_mo,9.0,0.409,0.081,0.328
sharkey_ms,7.0,0.153,0.075,0.078
sharp_ar,13.0,0.277,0.092,0.185
shasta_ca,30.0,0.236,0.073,0.162
shawano_wi,24.0,0.335,0.085,0.251
shawnee_ks,29.0,0.191,0.043,0.148
sheboygan_wi,17.0,0.225,0.063,0.162
shelby_al,22.0,0.221,0.072,0.149
shelby_ia,18.0,0.25,0.059,0.192
shelby_il,21.0,0.388,0.107,0.281
shelby_in,16.0,0.256,0.09,0.166
shelby_ky,13.0,0.225,0.056,0.17
shelby_mo,9.0,0.272,0.051,0.221
shelby_oh,16.0,0.353,0.064,0.289
shelby_tn,40.0,0.171,0.067,0.103
shelby_tx,7.0,0.358,0.093,0.265
shenandoah_va,15.0,0.228,0.041,0.187
sherburne_mn,7.0,0.332,0.068,0.264
sheridan_ks,8.0,0.372,0.057,0.315
sheridan_mt,10.0,0.261,0.079,0.182
sheridan_nd,9.0,0.335,0.056,0.28
sheridan_ne,9.0,0.264,0.067,0.197
sheridan_wy,12.0,0.235,0.061,0.174
sherman_ks,4.0,0.27,0.054,0.216
sherman_ne,7.0,0.267,0.045,0.221
sherman_or,5.0,0.143,0.041,0.102
sherman_tx,4.0,0.388,0.068,0.32
shiawassee_mi,19.0,0.223,0.056,0.167
shoshone_id,15.0,0.371,0.072,0.299
sibley_mn,14.0,0.203,0.047,0.156
sierra_ca,12.0,0.169,0.034,0.136
sierra_nm,10.0,0.133,0.042,0.091
silver bow_mt,8.0,0.21,0.061,0.149
simpson_ky,5.0,0.193,0.086,0.106
simpson_ms,9.0,0.264,0.113,0.151
sioux_ia,16.0,0.319,0.072,0.247
sioux_nd,9.0,0.289,0.102,0.187
sioux_ne,7.0,0.267,0.055,0.212
siskiyou_ca,23.0,0.306,0.045,0.261
sitka city and borough_ak,1.0,0.117,0.044,0.073
skagit_wa,17.0,0.13,0.022,0.107
skagway municipality_ak,1.0,0.107,0.054,0.053
skamania_wa,8.0,0.184,0.044,0.139
slope_nd,7.0,0.314,0.063,0.252
smith_ks,8.0,0.198,0.053,0.145
smith_ms,14.0,0.276,0.09,0.186
smith_tn,15.0,0.268,0.077,0.191
smith_tx,21.0,0.282,0.096,0.186
smyth_va,8.0,0.219,0.072,0.146
snohomish_wa,30.0,0.124,0.034,0.09
snyder_pa,15.0,0.299,0.069,0.23
socorro_nm,12.0,0.153,0.066,0.087
solano_ca,19.0,0.154,0.053,0.101
somerset_md,11.0,0.229,0.055,0.174
somerset_me,26.0,0.386,0.17,0.216
somerset_nj,32.0,0.094,0.028,0.066
somerset_pa,39.0,0.257,0.081,0.176
somervell_tx,5.0,0.347,0.063,0.284
sonoma_ca,36.0,0.086,0.024,0.061
southampton_va,12.0,0.195,0.051,0.145
southeast fairbanks census area_ak,7.0,0.255,0.047,0.209
spalding_ga,7.0,0.257,0.086,0.171
spartanburg_sc,34.0,0.289,0.083,0.206
spencer_in,17.0,0.185,0.068,0.117
spencer_ky,7.0,0.247,0.054,0.193
spink_sd,14.0,0.176,0.046,0.13
spokane_wa,44.0,0.2,0.044,0.156
spotsylvania_va,11.0,0.144,0.041,0.103
st. bernard parish_la,5.0,0.323,0.052,0.27
st. charles_mo,14.0,0.164,0.049,0.115
st. charles parish_la,10.0,0.195,0.042,0.153
st. clair_al,18.0,0.287,0.106,0.182
st. clair_il,34.0,0.167,0.049,0.118
st. clair_mi,23.0,0.252,0.084,0.168
st. clair_mo,13.0,0.282,0.064,0.218
st. croix_wi,18.0,0.343,0.055,0.288
st. francis_ar,11.0,0.238,0.092,0.145
st. francois_mo,13.0,0.334,0.097,0.237
st. helena parish_la,7.0,0.322,0.07,0.251
st. james parish_la,7.0,0.298,0.083,0.215
st. john the baptist parish_la,6.0,0.269,0.061,0.208
st. johns_fl,11.0,0.156,0.052,0.104
st. joseph_in,23.0,0.181,0.05,0.131
st. joseph_mi,13.0,0.278,0.066,0.212
st. landry parish_la,18.0,0.254,0.071,0.184
st. lawrence_ny,51.0,0.16,0.035,0.125
st. louis_mn,50.0,0.143,0.036,0.107
st. louis_mo,47.0,0.105,0.036,0.07
st. louis city_mo,29.0,0.11,0.04,0.07
st. lucie_fl,18.0,0.221,0.064,0.157
st. martin parish_la,9.0,0.257,0.106,0.151
st. mary parish_la,8.0,0.306,0.098,0.207
st. mary's_md,26.0,0.131,0.024,0.106
st. tammany parish_la,16.0,0.176,0.064,0.112
stafford_ks,9.0,0.34,0.12,0.22
stafford_va,5.0,0.226,0.062,0.164
stanislaus_ca,26.0,0.183,0.068,0.116
stanley_sd,3.0,0.329,0.095,0.235
stanly_nc,12.0,0.248,0.066,0.182
stanton_ks,3.0,0.391,0.062,0.329
stanton_ne,9.0,0.303,0.061,0.243
stark_il,11.0,0.191,0.061,0.13
stark_nd,9.0,0.278,0.05,0.228
stark_oh,40.0,0.255,0.08,0.175
starke_in,11.0,0.286,0.081,0.205
starr_tx,8.0,0.123,0.054,0.069
staunton city_va,2.0,0.153,0.05,0.103
ste. genevieve_mo,8.0,0.294,0.077,0.217
stearns_mn,32.0,0.24,0.059,0.181
steele_mn,10.0,0.181,0.055,0.126
steele_nd,11.0,0.189,0.053,0.136
stephens_ga,4.0,0.308,0.117,0.191
stephens_ok,10.0,0.282,0.082,0.2
stephens_tx,8.0,0.308,0.086,0.222
stephenson_il,19.0,0.245,0.075,0.171
sterling_tx,2.0,0.47,0.088,0.382
steuben_in,9.0,0.354,0.107,0.247
steuben_ny,40.0,0.224,0.064,0.161
stevens_ks,4.0,0.384,0.078,0.307
stevens_mn,8.0,0.261,0.048,0.213
stevens_wa,21.0,0.254,0.039,0.215
stewart_ga,5.0,0.266,0.084,0.182
stewart_tn,7.0,0.57,0.135,0.435
stillwater_mt,9.0,0.261,0.051,0.21
stoddard_mo,13.0,0.319,0.085,0.234
stokes_nc,16.0,0.234,0.086,0.148
stone_ar,15.0,0.313,0.071,0.242
stone_mo,15.0,0.25,0.043,0.207
stone_ms,5.0,0.319,0.124,0.195
stonewall_tx,4.0,0.314,0.07,0.244
storey_nv,5.0,0.166,0.035,0.131
story_ia,21.0,0.15,0.034,0.116
strafford_nh,17.0,0.124,0.033,0.091
stutsman_nd,21.0,0.297,0.077,0.22
sublette_wy,8.0,0.277,0.052,0.226
suffolk_ma,35.0,0.044,0.021,0.023
suffolk_ny,108.0,0.115,0.027,0.088
suffolk city_va,8.0,0.117,0.026,0.091
sullivan_in,12.0,0.283,0.092,0.191
sullivan_mo,10.0,0.317,0.082,0.235
sullivan_nh,19.0,0.124,0.055,0.07
sullivan_ny,61.0,0.198,0.061,0.137
sullivan_pa,14.0,0.276,0.058,0.218
sullivan_tn,12.0,0.227,0.085,0.141
sully_sd,5.0,0.16,0.059,0.1
summers_wv,15.0,0.165,0.063,0.102
summit_co,5.0,0.09,0.019,0.071
summit_oh,40.0,0.177,0.07,0.107
summit_ut,9.0,0.13,0.033,0.097
sumner_ks,18.0,0.309,0.128,0.181
sumner_tn,9.0,0.222,0.071,0.151
sumter_al,10.0,0.148,0.088,0.06
sumter_fl,10.0,0.148,0.029,0.119
sumter_ga,8.0,0.232,0.083,0.149
sumter_sc,15.0,0.206,0.068,0.138
sunflower_ms,16.0,0.203,0.09,0.114
surry_nc,11.0,0.272,0.092,0.18
surry_va,8.0,0.152,0.039,0.113
susquehanna_pa,28.0,0.224,0.077,0.147
sussex_de,23.0,0.169,0.063,0.106
sussex_nj,21.0,0.168,0.038,0.13
sussex_va,11.0,0.161,0.051,0.11
sutter_ca,13.0,0.246,0.063,0.182
sutton_tx,1.0,0.314,0.073,0.241
suwannee_fl,8.0,0.271,0.074,0.198
swain_nc,5.0,0.193,0.058,0.134
sweet grass_mt,5.0,0.353,0.106,0.248
sweetwater_wy,12.0,0.366,0.061,0.306
swift_mn,11.0,0.235,0.054,0.181
swisher_tx,4.0,0.45,0.075,0.375
switzerland_in,7.0,0.174,0.049,0.125
talbot_ga,8.0,0.2,0.085,0.115
talbot_md,16.0,0.068,0.019,0.049
taliaferro_ga,4.0,0.177,0.072,0.106
talladega_al,12.0,0.259,0.098,0.161
tallahatchie_ms,17.0,0.223,0.078,0.144
tallapoosa_al,12.0,0.265,0.099,0.166
tama_ia,18.0,0.177,0.043,0.135
taney_mo,19.0,0.326,0.082,0.244
tangipahoa parish_la,19.0,0.274,0.082,0.191
taos_nm,21.0,0.13,0.067,0.063
tarrant_tx,74.0,0.165,0.066,0.098
tate_ms,5.0,0.345,0.098,0.247
tattnall_ga,7.0,0.321,0.103,0.218
taylor_fl,6.0,0.333,0.081,0.251
taylor_ga,6.0,0.215,0.055,0.16
taylor_ia,11.0,0.214,0.059,0.156
taylor_ky,6.0,0.25,0.082,0.168
taylor_tx,16.0,0.384,0.147,0.237
taylor_wi,14.0,0.411,0.063,0.348
taylor_wv,9.0,0.21,0.086,0.124
tazewell_il,21.0,0.237,0.061,0.176
tazewell_va,18.0,0.207,0.113,0.094
tehama_ca,16.0,0.241,0.065,0.175
telfair_ga,8.0,0.228,0.095,0.133
teller_co,7.0,0.203,0.075,0.128
tensas parish_la,3.0,0.177,0.054,0.123
terrebonne parish_la,13.0,0.235,0.062,0.174
terrell_ga,6.0,0.204,0.092,0.112
terrell_tx,3.0,0.164,0.039,0.125
terry_tx,4.0,0.31,0.082,0.228
teton_id,5.0,0.107,0.034,0.073
teton_mt,10.0,0.195,0.069,0.126
teton_wy,9.0,0.115,0.037,0.078
texas_mo,19.0,0.358,0.085,0.273
texas_ok,9.0,0.412,0.115,0.297
thayer_ne,11.0,0.26,0.063,0.198
thomas_ga,8.0,0.282,0.074,0.208
thomas_ks,7.0,0.513,0.063,0.45
thomas_ne,4.0,0.352,0.066,0.286
throckmorton_tx,5.0,0.314,0.065,0.249
thurston_ne,8.0,0.207,0.068,0.138
thurston_wa,13.0,0.139,0.027,0.112
tift_ga,7.0,0.331,0.088,0.242
tillamook_or,16.0,0.167,0.034,0.134
tillman_ok,9.0,0.209,0.065,0.143
tioga_ny,16.0,0.233,0.09,0.143
tioga_pa,25.0,0.254,0.06,0.194
tippah_ms,9.0,0.326,0.102,0.224
tippecanoe_in,19.0,0.183,0.053,0.13
tipton_in,10.0,0.334,0.055,0.279
tipton_tn,10.0,0.342,0.061,0.281
tishomingo_ms,8.0,0.336,0.115,0.221
titus_tx,6.0,0.356,0.124,0.232
todd_ky,9.0,0.264,0.108,0.157
todd_mn,20.0,0.309,0.069,0.24
todd_sd,9.0,0.173,0.064,0.109
tolland_ct,17.0,0.121,0.021,0.1
tom green_tx,14.0,0.22,0.099,0.121
tompkins_ny,18.0,0.121,0.028,0.093
tooele_ut,9.0,0.191,0.057,0.134
toole_mt,7.0,0.165,0.072,0.093
toombs_ga,4.0,0.282,0.095,0.187
torrance_nm,11.0,0.296,0.101,0.195
towner_nd,11.0,0.167,0.047,0.121
towns_ga,2.0,0.228,0.048,0.18
traill_nd,13.0,0.222,0.064,0.158
transylvania_nc,10.0,0.231,0.053,0.178
traverse_mn,9.0,0.191,0.043,0.148
travis_tx,60.0,0.122,0.041,0.082
treasure_mt,3.0,0.201,0.044,0.157
trego_ks,8.0,0.214,0.059,0.155
trempealeau_wi,14.0,0.177,0.065,0.113
treutlen_ga,4.0,0.333,0.124,0.209
trigg_ky,4.0,0.315,0.094,0.221
trimble_ky,4.0,0.356,0.101,0.255
trinity_ca,13.0,0.207,0.036,0.17
trinity_tx,7.0,0.365,0.103,0.262
tripp_sd,6.0,0.268,0.051,0.217
troup_ga,6.0,0.298,0.083,0.215
trousdale_tn,5.0,0.262,0.082,0.18
trumbull_oh,28.0,0.263,0.064,0.198
tucker_wv,8.0,0.172,0.054,0.119
tulare_ca,41.0,0.178,0.066,0.112
tulsa_ok,43.0,0.231,0.08,0.152
tunica_ms,4.0,0.245,0.09,0.155
tuolumne_ca,17.0,0.164,0.053,0.111
turner_ga,4.0,0.25,0.096,0.154
turner_sd,14.0,0.212,0.045,0.167
tuscaloosa_al,27.0,0.217,0.092,0.125
tuscarawas_oh,26.0,0.297,0.078,0.219
tuscola_mi,21.0,0.285,0.078,0.207
twiggs_ga,6.0,0.215,0.099,0.116
twin falls_id,10.0,0.366,0.068,0.298
tyler_tx,10.0,0.323,0.062,0.261
tyler_wv,9.0,0.287,0.069,0.218
tyrrell_nc,3.0,0.222,0.084,0.138
uinta_wy,6.0,0.296,0.051,0.245
uintah_ut,11.0,0.385,0.122,0.263
ulster_ny,61.0,0.148,0.034,0.114
umatilla_or,14.0,0.193,0.059,0.135
unicoi_tn,4.0,0.25,0.083,0.168
union_ar,9.0,0.265,0.077,0.187
union_fl,4.0,0.25,0.084,0.166
union_ga,4.0,0.234,0.05,0.184
union_ia,10.0,0.276,0.045,0.231
union_il,13.0,0.25,0.068,0.182
union_in,6.0,0.27,0.072,0.198
union_ky,5.0,0.249,0.092,0.157
union_ms,11.0,0.29,0.081,0.209
union_nc,12.0,0.171,0.042,0.128
union_nj,27.0,0.083,0.024,0.059
union_nm,8.0,0.275,0.063,0.212
union_oh,19.0,0.222,0.049,0.173
union_or,8.0,0.228,0.052,0.176
union_pa,14.0,0.157,0.035,0.122
union_sc,9.0,0.355,0.082,0.273
union_sd,9.0,0.233,0.052,0.181
union_tn,10.0,0.354,0.096,0.258
union parish_la,8.0,0.314,0.114,0.2
upshur_tx,11.0,0.388,0.12,0.267
upshur_wv,10.0,0.185,0.086,0.099
upson_ga,7.0,0.348,0.147,0.201
upton_tx,4.0,0.28,0.068,0.212
utah_ut,25.0,0.199,0.043,0.156
uvalde_tx,8.0,0.203,0.09,0.113
val verde_tx,6.0,0.178,0.073,0.105
valencia_nm,7.0,0.162,0.063,0.099
valley_id,5.0,0.254,0.081,0.174
valley_mt,12.0,0.272,0.08,0.192
valley_ne,6.0,0.318,0.066,0.252
van buren_ar,12.0,0.239,0.053,0.186
van buren_ia,13.0,0.265,0.075,0.19
van buren_mi,22.0,0.191,0.053,0.138
van buren_tn,6.0,0.359,0.13,0.229
van wert_oh,14.0,0.43,0.107,0.323
van zandt_tx,13.0,0.293,0.075,0.217
vance_nc,8.0,0.137,0.074,0.063
vanderburgh_in,11.0,0.198,0.061,0.137
venango_pa,22.0,0.217,0.058,0.159
ventura_ca,34.0,0.121,0.035,0.086
vermilion_il,27.0,0.271,0.092,0.18
vermilion parish_la,11.0,0.282,0.101,0.181
vermillion_in,8.0,0.254,0.085,0.169
vernon_mo,14.0,0.301,0.092,0.209
vernon_wi,18.0,0.207,0.04,0.167
vernon parish_la,12.0,0.333,0.089,0.244
victoria_tx,12.0,0.322,0.092,0.229
vigo_in,18.0,0.243,0.071,0.172
vilas_wi,13.0,0.156,0.061,0.095
vinton_oh,14.0,0.249,0.077,0.172
virginia beach city_va,12.0,0.137,0.035,0.102
volusia_fl,29.0,0.222,0.067,0.155
wabash_il,7.0,0.339,0.078,0.261
wabash_in,14.0,0.324,0.102,0.222
wabasha_mn,13.0,0.177,0.06,0.117
wabaunsee_ks,14.0,0.212,0.051,0.161
wadena_mn,7.0,0.293,0.056,0.236
wagoner_ok,16.0,0.223,0.072,0.151
wahkiakum_wa,6.0,0.253,0.042,0.21
wake_nc,38.0,0.101,0.035,0.066
wakulla_fl,4.0,0.209,0.071,0.138
waldo_me,18.0,0.186,0.081,0.105
walker_al,18.0,0.307,0.126,0.181
walker_ga,13.0,0.323,0.114,0.208
walker_tx,10.0,0.24,0.078,0.161
walla walla_wa,8.0,0.17,0.039,0.13
wallace_ks,3.0,0.299,0.06,0.238
waller_tx,11.0,0.207,0.049,0.158
wallowa_or,5.0,0.18,0.048,0.131
walsh_nd,15.0,0.21,0.042,0.169
walthall_ms,5.0,0.222,0.081,0.14
walton_fl,13.0,0.338,0.09,0.248
walton_ga,11.0,0.247,0.105,0.142
walworth_sd,7.0,0.232,0.077,0.155
walworth_wi,15.0,0.23,0.073,0.156
wapello_ia,11.0,0.323,0.132,0.191
ward_nd,25.0,0.289,0.079,0.21
ward_tx,6.0,0.497,0.198,0.299
ware_ga,7.0,0.338,0.082,0.257
warren_ga,8.0,0.268,0.072,0.197
warren_ia,16.0,0.178,0.057,0.12
warren_il,14.0,0.25,0.058,0.192
warren_in,10.0,0.197,0.052,0.145
warren_ky,10.0,0.136,0.056,0.08
warren_mo,9.0,0.349,0.088,0.261
warren_ms,3.0,0.154,0.098,0.056
warren_nc,8.0,0.146,0.081,0.065
warren_nj,21.0,0.194,0.041,0.153
warren_ny,25.0,0.231,0.035,0.197
warren_oh,23.0,0.211,0.054,0.157
warren_pa,20.0,0.264,0.052,0.212
warren_tn,6.0,0.292,0.113,0.179
warren_va,7.0,0.153,0.03,0.124
warrick_in,11.0,0.172,0.06,0.112
wasatch_ut,6.0,0.126,0.042,0.084
wasco_or,8.0,0.139,0.031,0.108
waseca_mn,12.0,0.166,0.044,0.122
washakie_wy,2.0,0.387,0.042,0.345
washburn_wi,12.0,0.274,0.057,0.218
washington_al,16.0,0.23,0.086,0.145
washington_ar,18.0,0.176,0.058,0.118
washington_co,12.0,0.316,0.056,0.259
washington_fl,10.0,0.485,0.101,0.384
washington_ga,10.0,0.228,0.087,0.141
washington_ia,12.0,0.235,0.064,0.171
washington_id,4.0,0.355,0.047,0.307
washington_il,13.0,0.215,0.065,0.151
washington_in,10.0,0.231,0.08,0.152
washington_ks,14.0,0.301,0.061,0.24
washington_ky,6.0,0.188,0.066,0.123
washington_md,20.0,0.171,0.058,0.113
washington_me,32.0,0.245,0.076,0.168
washington_mn,19.0,0.154,0.031,0.123
washington_mo,16.0,0.352,0.117,0.234
washington_ms,9.0,0.151,0.049,0.102
washington_nc,4.0,0.264,0.117,0.147
washington_ne,14.0,0.145,0.036,0.109
washington_ny,25.0,0.181,0.051,0.13
washington_oh,21.0,0.321,0.077,0.244
washington_ok,11.0,0.338,0.082,0.256
washington_or,29.0,0.085,0.018,0.066
washington_pa,64.0,0.227,0.062,0.164
washington_ri,20.0,0.137,0.023,0.114
washington_tn,13.0,0.22,0.086,0.135
washington_tx,7.0,0.28,0.119,0.161
washington_ut,21.0,0.288,0.075,0.213
washington_va,10.0,0.217,0.062,0.154
washington_vt,24.0,0.086,0.013,0.073
washington_wi,16.0,0.269,0.075,0.194
washington parish_la,5.0,0.287,0.118,0.169
washita_ok,16.0,0.296,0.106,0.19
washoe_nv,26.0,0.146,0.033,0.112
washtenaw_mi,26.0,0.109,0.03,0.079
watauga_nc,9.0,0.261,0.092,0.169
watonwan_mn,10.0,0.185,0.056,0.129
waukesha_wi,29.0,0.235,0.04,0.195
waupaca_wi,16.0,0.316,0.058,0.258
waushara_wi,16.0,0.31,0.062,0.248
wayne_ga,6.0,0.412,0.128,0.285
wayne_ia,13.0,0.38,0.074,0.306
wayne_il,19.0,0.267,0.073,0.194
wayne_in,14.0,0.196,0.072,0.124
wayne_ky,4.0,0.338,0.107,0.231
wayne_mi,70.0,0.187,0.069,0.118
wayne_mo,13.0,0.315,0.071,0.244
wayne_ms,7.0,0.244,0.072,0.172
wayne_nc,13.0,0.223,0.068,0.154
wayne_ne,9.0,0.288,0.059,0.228
wayne_ny,19.0,0.185,0.04,0.146
wayne_oh,22.0,0.342,0.073,0.269
wayne_pa,30.0,0.237,0.045,0.193
wayne_tn,10.0,0.356,0.154,0.202
wayne_ut,6.0,0.471,0.06,0.411
wayne_wv,16.0,0.312,0.111,0.201
waynesboro city_va,1.0,0.154,0.069,0.085
weakley_tn,11.0,0.255,0.082,0.173
webb_tx,10.0,0.118,0.065,0.053
weber_ut,9.0,0.153,0.054,0.099
webster_ga,6.0,0.206,0.077,0.129
webster_ia,21.0,0.318,0.066,0.252
webster_ky,10.0,0.267,0.093,0.173
webster_mo,9.0,0.34,0.06,0.28
webster_ms,10.0,0.29,0.11,0.18
webster_ne,7.0,0.269,0.076,0.193
webster_wv,11.0,0.279,0.113,0.166
webster parish_la,12.0,0.335,0.127,0.207
weld_co,39.0,0.199,0.047,0.152
wells_in,15.0,0.354,0.053,0.302
wells_nd,12.0,0.319,0.072,0.247
west baton rouge parish_la,5.0,0.421,0.104,0.317
west carroll parish_la,4.0,0.178,0.069,0.109
west feliciana parish_la,4.0,0.28,0.075,0.205
westchester_ny,76.0,0.062,0.016,0.046
westmoreland_pa,88.0,0.196,0.057,0.139
westmoreland_va,8.0,0.244,0.066,0.178
weston_wy,5.0,0.478,0.051,0.427
wetzel_wv,12.0,0.306,0.065,0.241
wexford_mi,11.0,0.276,0.075,0.201
wharton_tx,14.0,0.223,0.078,0.146
