county_state,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22
harrison_in,14.0,0.187,0.038,0.148
harrison_ky,4.0,0.353,0.072,0.28
harrison_mo,13.0,0.378,0.122,0.256
harrison_ms,13.0,0.221,0.077,0.144
harrison_oh,16.0,0.254,0.073,0.181
harrison_tx,12.0,0.293,0.104,0.189
harrison_wv,21.0,0.229,0.087,0.142
harrisonburg city_va,3.0,0.152,0.05,0.102
hart_ga,8.0,0.309,0.11,0.199
hart_ky,10.0,0.385,0.08,0.305
hartford_ct,60.0,0.102,0.019,0.083
hartley_tx,3.0,0.26,0.057,0.203
harvey_ks,12.0,0.202,0.061,0.141
haskell_ks,3.0,0.213,0.059,0.154
haskell_ok,7.0,0.245,0.074,0.171
haskell_tx,9.0,0.288,0.064,0.224
hawaii_hi,28.0,0.097,0.026,0.071
hawkins_tn,11.0,0.322,0.129,0.193
hayes_ne,7.0,0.32,0.073,0.247
hays_tx,11.0,0.172,0.045,0.128
haywood_nc,7.0,0.174,0.086,0.088
haywood_tn,6.0,0.228,0.073,0.155
heard_ga,5.0,0.327,0.109,0.218
hemphill_tx,2.0,0.254,0.086,0.169
hempstead_ar,10.0,0.321,0.085,0.236
henderson_il,17.0,0.246,0.042,0.204
henderson_ky,7.0,0.319,0.11,0.209
henderson_nc,15.0,0.205,0.06,0.145
henderson_tn,13.0,0.272,0.068,0.204
henderson_tx,13.0,0.249,0.079,0.17
hendricks_in,17.0,0.16,0.033,0.127
hendry_fl,5.0,0.232,0.059,0.173
hennepin_mn,72.0,0.092,0.025,0.067
henrico_va,17.0,0.079,0.034,0.046
henry_al,8.0,0.339,0.075,0.264
henry_ga,10.0,0.205,0.078,0.127
henry_ia,11.0,0.335,0.101,0.235
henry_il,22.0,0.209,0.052,0.157
henry_in,21.0,0.231,0.071,0.16
henry_ky,13.0,0.286,0.088,0.198
henry_mo,10.0,0.217,0.055,0.162
henry_oh,17.0,0.338,0.105,0.234
henry_tn,8.0,0.298,0.087,0.211
henry_va,10.0,0.254,0.064,0.189
herkimer_ny,28.0,0.199,0.062,0.137
hernando_fl,12.0,0.266,0.06,0.206
hertford_nc,9.0,0.197,0.071,0.126
hettinger_nd,5.0,0.276,0.047,0.229
hickman_ky,7.0,0.319,0.09,0.229
hickman_tn,12.0,0.303,0.113,0.19
hickory_mo,11.0,0.359,0.064,0.295
hidalgo_nm,5.0,0.151,0.062,0.088
hidalgo_tx,28.0,0.126,0.041,0.085
highland_oh,15.0,0.321,0.092,0.229
highland_va,7.0,0.199,0.029,0.17
highlands_fl,9.0,0.195,0.075,0.121
hill_mt,8.0,0.294,0.124,0.17
hill_tx,19.0,0.272,0.102,0.17
hillsborough_fl,55.0,0.185,0.059,0.125
hillsborough_nh,34.0,0.134,0.023,0.111
hillsdale_mi,18.0,0.316,0.06,0.257
hinds_ms,22.0,0.168,0.073,0.095
hinsdale_co,3.0,0.217,0.031,0.186
hitchcock_ne,4.0,0.275,0.067,0.208
hocking_oh,15.0,0.306,0.097,0.208
hockley_tx,10.0,0.315,0.081,0.235
hodgeman_ks,6.0,0.305,0.056,0.249
hoke_nc,9.0,0.198,0.075,0.123
holmes_fl,4.0,0.456,0.101,0.355
holmes_ms,8.0,0.173,0.095,0.078
holmes_oh,18.0,0.404,0.103,0.301
holt_mo,7.0,0.218,0.056,0.162
holt_ne,13.0,0.261,0.062,0.199
honolulu_hi,35.0,0.096,0.021,0.075
hood_tx,8.0,0.332,0.059,0.273
hood river_or,3.0,0.12,0.028,0.092
hooker_ne,1.0,0.176,0.071,0.106
hoonah-angoon census area_ak,8.0,0.134,0.043,0.091
hopewell city_va,1.0,0.152,0.035,0.117
hopkins_ky,13.0,0.191,0.089,0.103
hopkins_tx,12.0,0.288,0.076,0.212
horry_sc,16.0,0.206,0.062,0.145
hot spring_ar,12.0,0.281,0.079,0.202
hot springs_wy,3.0,0.432,0.051,0.38
houghton_mi,19.0,0.148,0.042,0.106
houston_al,14.0,0.283,0.109,0.174
houston_ga,12.0,0.211,0.086,0.126
houston_mn,9.0,0.282,0.063,0.219
houston_tn,8.0,0.432,0.111,0.321
houston_tx,8.0,0.368,0.068,0.3
howard_ar,7.0,0.349,0.092,0.258
howard_ia,9.0,0.212,0.041,0.171
howard_in,8.0,0.305,0.075,0.231
howard_md,25.0,0.06,0.017,0.043
howard_mo,9.0,0.27,0.059,0.211
howard_ne,10.0,0.266,0.056,0.21
howard_tx,5.0,0.232,0.066,0.166
howell_mo,12.0,0.391,0.078,0.313
hubbard_mn,10.0,0.259,0.06,0.199
hudson_nj,16.0,0.071,0.032,0.039
hudspeth_tx,6.0,0.267,0.078,0.189
huerfano_co,4.0,0.148,0.052,0.096
hughes_ok,10.0,0.289,0.089,0.2
hughes_sd,3.0,0.172,0.074,0.098
humboldt_ca,35.0,0.153,0.028,0.125
humboldt_ia,15.0,0.396,0.051,0.345
humboldt_nv,9.0,0.325,0.118,0.207
humphreys_ms,8.0,0.169,0.079,0.09
humphreys_tn,4.0,0.262,0.107,0.155
hunt_tx,15.0,0.287,0.078,0.209
hunterdon_nj,25.0,0.106,0.022,0.085
huntingdon_pa,32.0,0.252,0.056,0.196
huntington_in,8.0,0.274,0.09,0.184
huron_mi,18.0,0.286,0.051,0.235
huron_oh,14.0,0.284,0.068,0.215
hutchinson_sd,13.0,0.183,0.047,0.137
hutchinson_tx,7.0,0.38,0.082,0.298
hyde_nc,7.0,0.18,0.048,0.131
hyde_sd,4.0,0.152,0.044,0.108
iberia parish_la,10.0,0.259,0.077,0.182
iberville parish_la,8.0,0.085,0.049,0.036
ida_ia,11.0,0.273,0.068,0.205
idaho_id,16.0,0.275,0.052,0.223
imperial_ca,18.0,0.179,0.079,0.1
independence_ar,19.0,0.234,0.087,0.146
indian river_fl,9.0,0.184,0.049,0.135
indiana_pa,50.0,0.307,0.105,0.202
ingham_mi,23.0,0.171,0.043,0.127
inyo_ca,15.0,0.2,0.073,0.126
ionia_mi,19.0,0.251,0.058,0.193
iosco_mi,12.0,0.278,0.045,0.233
iowa_ia,19.0,0.284,0.052,0.232
iowa_wi,19.0,0.194,0.038,0.156
iredell_nc,16.0,0.267,0.079,0.188
irion_tx,4.0,0.248,0.07,0.178
iron_mi,9.0,0.323,0.113,0.211
iron_mo,15.0,0.276,0.076,0.2
iron_ut,11.0,0.248,0.06,0.188
iron_wi,11.0,0.205,0.039,0.166
iroquois_il,25.0,0.247,0.042,0.206
irwin_ga,6.0,0.3,0.1,0.2
isabella_mi,15.0,0.256,0.073,0.182
isanti_mn,13.0,0.305,0.044,0.262
island_wa,8.0,0.101,0.034,0.067
isle of wight_va,8.0,0.191,0.049,0.141
issaquena_ms,7.0,0.14,0.075,0.065
itasca_mn,30.0,0.27,0.066,0.204
itawamba_ms,10.0,0.296,0.092,0.204
izard_ar,18.0,0.449,0.07,0.378
jack_tx,10.0,0.344,0.06,0.284
jackson_al,21.0,0.24,0.095,0.145
jackson_ar,11.0,0.234,0.095,0.138
jackson_co,3.0,0.29,0.055,0.235
jackson_fl,13.0,0.377,0.13,0.247
jackson_ga,15.0,0.269,0.077,0.192
jackson_ia,14.0,0.279,0.09,0.189
jackson_il,18.0,0.175,0.053,0.121
jackson_in,8.0,0.235,0.084,0.151
jackson_ks,16.0,0.313,0.102,0.211
jackson_ky,6.0,0.34,0.165,0.175
jackson_mi,29.0,0.24,0.065,0.175
jackson_mn,13.0,0.272,0.069,0.203
jackson_mo,58.0,0.147,0.044,0.103
jackson_ms,10.0,0.307,0.073,0.234
jackson_nc,14.0,0.138,0.049,0.089
jackson_oh,9.0,0.351,0.11,0.241
jackson_ok,8.0,0.244,0.065,0.179
jackson_or,18.0,0.195,0.033,0.162
jackson_sd,9.0,0.231,0.075,0.156
jackson_tn,8.0,0.38,0.099,0.281
jackson_tx,10.0,0.239,0.084,0.154
jackson_wi,16.0,0.196,0.048,0.149
jackson_wv,13.0,0.282,0.071,0.211
jackson parish_la,7.0,0.433,0.154,0.279
james city_va,4.0,0.105,0.029,0.075
jasper_ga,6.0,0.25,0.097,0.152
jasper_ia,18.0,0.284,0.066,0.218
jasper_il,15.0,0.376,0.082,0.294
jasper_in,12.0,0.36,0.084,0.276
jasper_mo,19.0,0.344,0.111,0.233
jasper_ms,14.0,0.292,0.097,0.194
jasper_sc,10.0,0.246,0.114,0.132
jasper_tx,8.0,0.328,0.15,0.178
jay_in,9.0,0.398,0.122,0.276
jeff davis_ga,5.0,0.309,0.152,0.158
jeff davis_tx,3.0,0.206,0.042,0.165
jefferson_al,63.0,0.182,0.064,0.118
jefferson_ar,15.0,0.208,0.061,0.148
jefferson_co,33.0,0.112,0.029,0.083
jefferson_fl,4.0,0.265,0.046,0.219
jefferson_ga,9.0,0.209,0.072,0.137
jefferson_ia,13.0,0.253,0.082,0.171
jefferson_id,10.0,0.268,0.074,0.194
jefferson_il,16.0,0.28,0.051,0.229
jefferson_in,10.0,0.243,0.056,0.187
jefferson_ks,15.0,0.307,0.071,0.237
jefferson_ky,39.0,0.142,0.052,0.09
jefferson_mo,25.0,0.28,0.076,0.204
jefferson_ms,6.0,0.182,0.1,0.082
jefferson_mt,10.0,0.232,0.054,0.178
jefferson_ne,8.0,0.162,0.042,0.12
jefferson_ny,41.0,0.239,0.043,0.196
jefferson_oh,24.0,0.256,0.097,0.159
jefferson_ok,8.0,0.296,0.093,0.203
jefferson_or,8.0,0.241,0.049,0.192
jefferson_pa,29.0,0.356,0.073,0.282
jefferson_tn,8.0,0.329,0.111,0.218
jefferson_tx,18.0,0.212,0.065,0.147
jefferson_wa,9.0,0.133,0.025,0.108
jefferson_wi,17.0,0.209,0.038,0.17
jefferson_wv,9.0,0.091,0.036,0.055
jefferson davis_ms,9.0,0.23,0.077,0.152
jefferson davis parish_la,10.0,0.365,0.108,0.257
jefferson parish_la,17.0,0.148,0.058,0.091
jenkins_ga,4.0,0.205,0.092,0.113
jennings_in,12.0,0.241,0.071,0.17
jerauld_sd,5.0,0.23,0.055,0.174
jerome_id,5.0,0.329,0.065,0.263
jersey_il,11.0,0.288,0.06,0.228
jessamine_ky,5.0,0.127,0.038,0.089
jewell_ks,12.0,0.243,0.065,0.178
jim hogg_tx,1.0,0.104,0.036,0.068
jim wells_tx,8.0,0.203,0.081,0.122
jo daviess_il,14.0,0.234,0.048,0.186
johnson_ar,12.0,0.215,0.068,0.147
johnson_ga,5.0,0.301,0.099,0.202
johnson_ia,21.0,0.118,0.038,0.08
johnson_il,10.0,0.343,0.077,0.266
johnson_in,12.0,0.251,0.041,0.21
johnson_ks,35.0,0.113,0.036,0.077
johnson_ky,19.0,0.197,0.072,0.125
johnson_mo,17.0,0.253,0.067,0.185
johnson_ne,7.0,0.226,0.035,0.191
johnson_tn,5.0,0.277,0.067,0.21
johnson_tx,16.0,0.254,0.066,0.188
johnson_wy,5.0,0.334,0.074,0.26
johnston_nc,19.0,0.2,0.06,0.14
johnston_ok,13.0,0.394,0.114,0.28
jones_ga,8.0,0.18,0.078,0.102
jones_ia,15.0,0.265,0.056,0.209
jones_ms,13.0,0.272,0.067,0.205
jones_nc,9.0,0.225,0.076,0.149
jones_sd,5.0,0.334,0.06,0.275
jones_tx,9.0,0.315,0.104,0.211
josephine_or,10.0,0.196,0.047,0.149
juab_ut,8.0,0.219,0.06,0.158
judith basin_mt,11.0,0.339,0.081,0.258
juneau city and borough_ak,2.0,0.242,0.077,0.165
juneau_wi,14.0,0.246,0.056,0.19
juniata_pa,14.0,0.291,0.053,0.238
kalamazoo_mi,22.0,0.141,0.045,0.096
kalkaska_mi,8.0,0.214,0.056,0.158
kanabec_mn,9.0,0.269,0.062,0.207
kanawha_wv,47.0,0.15,0.048,0.102
kandiyohi_mn,16.0,0.209,0.042,0.167
kane_il,32.0,0.127,0.038,0.089
kane_ut,8.0,0.243,0.056,0.186
kankakee_il,21.0,0.225,0.056,0.169
karnes_tx,8.0,0.301,0.079,0.222
kauai_hi,16.0,0.12,0.021,0.099
kaufman_tx,12.0,0.215,0.05,0.165
kay_ok,9.0,0.349,0.12,0.228
kearney_ne,8.0,0.24,0.065,0.175
kearny_ks,4.0,0.232,0.073,0.159
keith_ne,7.0,0.204,0.053,0.151
kemper_ms,11.0,0.198,0.064,0.134
kenai peninsula borough_ak,14.0,0.348,0.082,0.266
kendall_il,18.0,0.164,0.052,0.112
kendall_tx,8.0,0.346,0.062,0.284
kenedy_tx,3.0,0.139,0.059,0.08
kennebec_me,29.0,0.203,0.078,0.125
kenosha_wi,17.0,0.16,0.048,0.112
kent_de,18.0,0.205,0.08,0.125
kent_md,9.0,0.111,0.033,0.077
kent_mi,38.0,0.173,0.05,0.123
kent_ri,9.0,0.14,0.041,0.099
kent_tx,3.0,0.288,0.093,0.196
kenton_ky,12.0,0.2,0.066,0.134
keokuk_ia,15.0,0.306,0.096,0.21
kern_ca,51.0,0.22,0.085,0.135
kerr_tx,9.0,0.29,0.093,0.197
kershaw_sc,13.0,0.287,0.076,0.211
ketchikan gateway borough_ak,1.0,0.225,0.055,0.17
kewaunee_wi,6.0,0.22,0.045,0.175
keweenaw_mi,6.0,0.133,0.04,0.093
keya paha_ne,6.0,0.343,0.088,0.256
kidder_nd,13.0,0.347,0.053,0.293
kimball_ne,3.0,0.252,0.069,0.184
kimble_tx,4.0,0.254,0.051,0.203
king_tx,2.0,0.261,0.119,0.142
king_wa,87.0,0.07,0.019,0.052
king george_va,2.0,0.087,0.043,0.045
king william_va,6.0,0.143,0.035,0.108
king and queen_va,14.0,0.14,0.044,0.096
kingfisher_ok,10.0,0.313,0.109,0.204
kingman_ks,10.0,0.234,0.052,0.181
kings_ca,11.0,0.172,0.051,0.121
kings_ny,38.0,0.072,0.028,0.044
kingsbury_sd,8.0,0.24,0.057,0.183
kinney_tx,1.0,0.219,0.12,0.1
kiowa_co,4.0,0.25,0.052,0.199
kiowa_ks,6.0,0.234,0.037,0.198
kiowa_ok,8.0,0.329,0.089,0.239
kit carson_co,6.0,0.348,0.108,0.24
kitsap_wa,22.0,0.13,0.035,0.096
kittitas_wa,13.0,0.211,0.053,0.159
kittson_mn,10.0,0.268,0.04,0.228
klamath_or,18.0,0.256,0.055,0.201
kleberg_tx,4.0,0.159,0.051,0.107
klickitat_wa,15.0,0.246,0.033,0.213
knott_ky,25.0,0.204,0.091,0.114
knox_il,22.0,0.207,0.07,0.137
knox_in,11.0,0.339,0.057,0.282
knox_ky,18.0,0.259,0.099,0.16
knox_me,19.0,0.082,0.024,0.058
knox_mo,10.0,0.326,0.093,0.233
knox_ne,9.0,0.167,0.043,0.124
knox_oh,15.0,0.278,0.082,0.195
knox_tn,30.0,0.232,0.07,0.162
knox_tx,6.0,0.248,0.061,0.187
kodiak island borough_ak,5.0,0.158,0.048,0.11
koochiching_mn,14.0,0.359,0.051,0.308
kootenai_id,13.0,0.338,0.058,0.28
kosciusko_in,20.0,0.31,0.088,0.222
kossuth_ia,21.0,0.237,0.045,0.191
kusilvak census area_ak,12.0,0.209,0.078,0.131
la crosse_wi,15.0,0.154,0.033,0.122
la paz_az,8.0,0.297,0.055,0.242
la plata_co,6.0,0.14,0.027,0.114
la salle_tx,5.0,0.229,0.075,0.154
lagrange_in,12.0,0.377,0.085,0.292
lamoure_nd,11.0,0.359,0.072,0.287
laporte_in,15.0,0.233,0.06,0.173
lasalle_il,28.0,0.227,0.08,0.146
lasalle parish_la,8.0,0.313,0.1,0.213
labette_ks,13.0,0.309,0.081,0.228
lac qui parle_mn,10.0,0.15,0.035,0.115
lackawanna_pa,30.0,0.171,0.044,0.127
laclede_mo,11.0,0.314,0.087,0.227
lafayette_ar,5.0,0.299,0.157,0.142
lafayette_fl,2.0,0.255,0.072,0.184
lafayette_mo,17.0,0.228,0.081,0.147
lafayette_ms,12.0,0.22,0.073,0.147
lafayette_wi,14.0,0.27,0.072,0.198
lafayette parish_la,14.0,0.243,0.07,0.173
lafourche parish_la,14.0,0.283,0.057,0.225
lake_ca,15.0,0.168,0.05,0.117
lake_co,2.0,0.118,0.035,0.084
lake_fl,28.0,0.21,0.072,0.138
lake_il,34.0,0.102,0.033,0.068
lake_in,28.0,0.197,0.056,0.141
lake_mi,10.0,0.299,0.054,0.245
lake_mn,7.0,0.174,0.057,0.117
lake_mt,15.0,0.264,0.089,0.174
lake_oh,11.0,0.257,0.095,0.162
lake_or,10.0,0.536,0.092,0.443
lake_sd,9.0,0.242,0.046,0.197
lake_tn,3.0,0.423,0.125,0.298
lake and peninsula borough_ak,14.0,0.175,0.054,0.121
lake of the woods_mn,5.0,0.192,0.05,0.142
lamar_al,9.0,0.26,0.08,0.18
lamar_ga,8.0,0.318,0.118,0.2
lamar_ms,6.0,0.267,0.126,0.142
lamar_tx,13.0,0.338,0.1,0.238
lamb_tx,12.0,0.315,0.087,0.228
lamoille_vt,12.0,0.088,0.022,0.067
lampasas_tx,6.0,0.254,0.062,0.192
lancaster_ne,42.0,0.138,0.032,0.106
lancaster_pa,57.0,0.207,0.051,0.157
lancaster_sc,4.0,0.296,0.068,0.229
lancaster_va,6.0,0.103,0.045,0.058
lander_nv,2.0,0.267,0.08,0.187
lane_ks,5.0,0.247,0.06,0.187
lane_or,39.0,0.145,0.028,0.117
langlade_wi,12.0,0.272,0.072,0.201
lanier_ga,5.0,0.303,0.103,0.199
lapeer_mi,21.0,0.29,0.074,0.216
laramie_wy,12.0,0.175,0.045,0.129
larimer_co,25.0,0.133,0.035,0.098
larue_ky,9.0,0.263,0.076,0.187
las animas_co,9.0,0.179,0.054,0.125
lassen_ca,18.0,0.418,0.059,0.359
latah_id,13.0,0.236,0.064,0.172
latimer_ok,7.0,0.366,0.092,0.274
lauderdale_al,9.0,0.356,0.089,0.267
lauderdale_ms,12.0,0.223,0.062,0.161
lauderdale_tn,4.0,0.191,0.073,0.118
laurel_ky,9.0,0.295,0.104,0.191
laurens_ga,12.0,0.34,0.153,0.188
laurens_sc,14.0,0.342,0.139,0.203
lavaca_tx,6.0,0.254,0.082,0.172
lawrence_al,10.0,0.313,0.087,0.227
lawrence_ar,13.0,0.241,0.063,0.178
lawrence_il,5.0,0.495,0.077,0.418
lawrence_in,11.0,0.189,0.064,0.124
lawrence_ky,10.0,0.341,0.089,0.252
lawrence_mo,21.0,0.298,0.088,0.21
lawrence_ms,8.0,0.23,0.077,0.153
lawrence_oh,12.0,0.235,0.076,0.159
lawrence_pa,22.0,0.215,0.071,0.145
lawrence_sd,9.0,0.227,0.046,0.18
lawrence_tn,10.0,0.501,0.247,0.253
le flore_ok,22.0,0.428,0.128,0.3
le sueur_mn,13.0,0.162,0.045,0.117
lea_nm,10.0,0.236,0.104,0.132
leake_ms,7.0,0.257,0.095,0.162
leavenworth_ks,13.0,0.189,0.083,0.107
lebanon_pa,22.0,0.251,0.066,0.185
lee_al,15.0,0.22,0.075,0.145
lee_ar,9.0,0.251,0.09,0.161
lee_fl,39.0,0.183,0.042,0.14
lee_ga,7.0,0.19,0.07,0.12
lee_ia,12.0,0.335,0.146,0.189
lee_il,23.0,0.182,0.05,0.132
lee_ky,6.0,0.261,0.102,0.16
lee_ms,14.0,0.314,0.1,0.215
lee_nc,4.0,0.226,0.087,0.139
lee_sc,12.0,0.25,0.082,0.168
lee_tx,8.0,0.226,0.066,0.16
lee_va,10.0,0.343,0.132,0.21
leelanau_mi,10.0,0.122,0.024,0.099
leflore_ms,12.0,0.121,0.059,0.063
lehigh_pa,38.0,0.18,0.049,0.131
lemhi_id,11.0,0.294,0.047,0.247
lenawee_mi,23.0,0.24,0.066,0.174
lenoir_nc,10.0,0.215,0.075,0.141
leon_fl,12.0,0.109,0.032,0.077
leon_tx,8.0,0.34,0.067,0.272
leslie_ky,19.0,0.387,0.124,0.262
letcher_ky,26.0,0.221,0.081,0.14
levy_fl,13.0,0.262,0.045,0.217
lewis_id,7.0,0.339,0.052,0.287
lewis_ky,8.0,0.27,0.088,0.182
lewis_mo,11.0,0.394,0.071,0.323
lewis_ny,23.0,0.198,0.05,0.149
lewis_tn,5.0,0.393,0.143,0.25
lewis_wa,23.0,0.194,0.055,0.139
lewis_wv,11.0,0.328,0.141,0.187
lewis and clark_mt,10.0,0.163,0.053,0.11
lexington_sc,18.0,0.196,0.066,0.13
lexington city_va,1.0,0.104,0.051,0.053
liberty_fl,2.0,0.473,0.158,0.315
liberty_ga,7.0,0.205,0.087,0.117
liberty_mt,6.0,0.209,0.085,0.124
liberty_tx,13.0,0.346,0.138,0.208
licking_oh,26.0,0.245,0.057,0.187
limestone_al,15.0,0.285,0.104,0.182
limestone_tx,13.0,0.313,0.09,0.223
lincoln_ar,6.0,0.211,0.061,0.15
lincoln_co,8.0,0.19,0.032,0.158
lincoln_ga,2.0,0.207,0.078,0.128
lincoln_id,5.0,0.27,0.055,0.215
lincoln_ks,9.0,0.219,0.067,0.152
lincoln_ky,11.0,0.269,0.09,0.179
lincoln_me,26.0,0.136,0.03,0.106
lincoln_mn,11.0,0.187,0.046,0.142
lincoln_mo,18.0,0.402,0.084,0.317
lincoln_ms,10.0,0.272,0.102,0.17
lincoln_mt,7.0,0.482,0.101,0.381
lincoln_nc,11.0,0.265,0.093,0.172
lincoln_ne,14.0,0.4,0.071,0.329
lincoln_nm,16.0,0.185,0.055,0.13
lincoln_nv,5.0,0.301,0.053,0.248
lincoln_ok,15.0,0.274,0.07,0.204
lincoln_or,18.0,0.143,0.032,0.11
lincoln_sd,12.0,0.21,0.044,0.166
lincoln_tn,11.0,0.241,0.115,0.126
lincoln_wa,16.0,0.204,0.047,0.157
lincoln_wi,6.0,0.289,0.056,0.233
lincoln_wv,18.0,0.241,0.078,0.163
lincoln_wy,16.0,0.372,0.043,0.33
lincoln parish_la,8.0,0.339,0.152,0.187
linn_ia,28.0,0.176,0.047,0.13
linn_ks,11.0,0.361,0.097,0.265
linn_mo,13.0,0.345,0.066,0.28
linn_or,21.0,0.206,0.066,0.139
lipscomb_tx,6.0,0.251,0.139,0.112
litchfield_ct,42.0,0.114,0.024,0.09
little river_ar,7.0,0.366,0.062,0.305
live oak_tx,11.0,0.271,0.074,0.196
livingston_il,27.0,0.316,0.046,0.27
livingston_ky,7.0,0.261,0.107,0.154
livingston_mi,21.0,0.17,0.039,0.131
livingston_mo,12.0,0.285,0.067,0.219
livingston_ny,27.0,0.147,0.041,0.106
livingston parish_la,15.0,0.324,0.078,0.246
llano_tx,8.0,0.295,0.093,0.202
logan_ar,12.0,0.298,0.09,0.208
logan_co,9.0,0.331,0.061,0.27
logan_il,20.0,0.305,0.05,0.255
logan_ks,6.0,0.39,0.063,0.326
logan_ky,8.0,0.217,0.119,0.098
logan_nd,7.0,0.346,0.048,0.298
logan_ne,3.0,0.47,0.064,0.406
logan_oh,18.0,0.383,0.064,0.319
logan_ok,15.0,0.215,0.064,0.15
logan_wv,33.0,0.235,0.08,0.155
long_ga,5.0,0.22,0.092,0.128
lonoke_ar,12.0,0.22,0.097,0.124
lorain_oh,24.0,0.223,0.055,0.168
los alamos_nm,1.0,0.026,0.015,0.011
los angeles_ca,300.0,0.105,0.032,0.073
loudon_tn,8.0,0.269,0.062,0.207
loudoun_va,21.0,0.058,0.015,0.043
louisa_ia,12.0,0.215,0.072,0.143
louisa_va,11.0,0.095,0.031,0.064
loup_ne,2.0,0.2,0.063,0.137
love_ok,8.0,0.32,0.088,0.231
loving_tx,1.0,0.323,0.036,0.287
lowndes_al,7.0,0.236,0.102,0.134
lowndes_ga,10.0,0.227,0.076,0.151
lowndes_ms,8.0,0.155,0.086,0.07
lubbock_tx,24.0,0.242,0.076,0.165
lucas_ia,7.0,0.373,0.128,0.246
lucas_oh,30.0,0.199,0.06,0.139
luce_mi,3.0,0.278,0.051,0.226
lumpkin_ga,4.0,0.36,0.083,0.277
luna_nm,2.0,0.211,0.105,0.106
lunenburg_va,12.0,0.184,0.066,0.118
luzerne_pa,52.0,0.174,0.055,0.119
lycoming_pa,27.0,0.25,0.051,0.199
lyman_sd,8.0,0.196,0.053,0.143
lynchburg city_va,5.0,0.18,0.055,0.125
lynn_tx,7.0,0.328,0.076,0.252
lyon_ia,12.0,0.295,0.056,0.239
lyon_ks,12.0,0.237,0.059,0.178
lyon_ky,4.0,0.233,0.063,0.17
lyon_mn,13.0,0.21,0.047,0.164
lyon_nv,9.0,0.258,0.063,0.195
mackinac_mi,15.0,0.182,0.043,0.139
macomb_mi,40.0,0.161,0.044,0.117
macon_al,12.0,0.147,0.073,0.074
macon_ga,8.0,0.218,0.074,0.144
macon_il,26.0,0.264,0.062,0.202
macon_mo,14.0,0.354,0.06,0.295
macon_nc,5.0,0.24,0.044,0.196
macon_tn,7.0,0.303,0.076,0.228
macoupin_il,27.0,0.271,0.062,0.209
madera_ca,15.0,0.237,0.076,0.162
madison_al,25.0,0.171,0.049,0.122
madison_ar,12.0,0.253,0.059,0.194
madison_fl,5.0,0.274,0.054,0.219
madison_ga,10.0,0.286,0.094,0.191
madison_ia,15.0,0.177,0.047,0.13
madison_id,8.0,0.231,0.06,0.171
madison_il,32.0,0.258,0.082,0.177
madison_in,18.0,0.247,0.064,0.182
madison_ky,5.0,0.245,0.068,0.177
madison_mo,6.0,0.244,0.068,0.175
madison_ms,11.0,0.169,0.064,0.106
madison_mt,16.0,0.179,0.059,0.121
madison_nc,5.0,0.181,0.076,0.105
madison_ne,8.0,0.287,0.087,0.2
madison_ny,30.0,0.186,0.047,0.138
madison_oh,12.0,0.274,0.055,0.219
madison_tn,12.0,0.183,0.067,0.116
madison_tx,4.0,0.206,0.063,0.143
madison_va,21.0,0.176,0.04,0.136
madison parish_la,3.0,0.288,0.094,0.194
magoffin_ky,4.0,0.303,0.084,0.22
mahaska_ia,16.0,0.297,0.089,0.208
mahnomen_mn,8.0,0.223,0.054,0.17
mahoning_oh,36.0,0.254,0.066,0.188
major_ok,13.0,0.37,0.097,0.273
malheur_or,14.0,0.291,0.08,0.211
manassas park city_va,1.0,0.126,0.048,0.078
manassas city_va,2.0,0.104,0.029,0.075
manatee_fl,21.0,0.163,0.037,0.126
manistee_mi,14.0,0.146,0.041,0.105
manitowoc_wi,19.0,0.274,0.051,0.224
marathon_wi,30.0,0.287,0.071,0.216
marengo_al,15.0,0.217,0.083,0.134
maricopa_az,136.0,0.178,0.066,0.111
maries_mo,10.0,0.289,0.101,0.187
marin_ca,30.0,0.039,0.015,0.024
marinette_wi,16.0,0.369,0.092,0.277
marion_al,12.0,0.328,0.108,0.22
marion_ar,16.0,0.342,0.093,0.249
marion_fl,31.0,0.235,0.062,0.172
marion_ga,3.0,0.262,0.089,0.173
marion_ia,16.0,0.285,0.047,0.239
marion_il,15.0,0.302,0.062,0.24
marion_in,39.0,0.163,0.06,0.103
marion_ks,16.0,0.209,0.053,0.156
marion_ky,11.0,0.275,0.11,0.164
marion_mo,10.0,0.333,0.063,0.27
marion_ms,8.0,0.248,0.103,0.145
marion_oh,12.0,0.186,0.044,0.141
marion_or,27.0,0.163,0.054,0.109
marion_sc,7.0,0.244,0.09,0.155
marion_tn,10.0,0.211,0.071,0.139
marion_tx,7.0,0.357,0.099,0.258
marion_wv,18.0,0.209,0.103,0.106
mariposa_ca,13.0,0.193,0.053,0.14
marlboro_sc,7.0,0.21,0.084,0.125
marquette_mi,16.0,0.148,0.051,0.097
marquette_wi,14.0,0.293,0.052,0.241
marshall_al,16.0,0.267,0.101,0.166
marshall_ia,19.0,0.195,0.048,0.147
marshall_il,17.0,0.276,0.049,0.227
marshall_in,11.0,0.244,0.064,0.18
marshall_ks,11.0,0.153,0.066,0.087
marshall_ky,7.0,0.321,0.104,0.217
marshall_mn,15.0,0.214,0.045,0.169
marshall_ms,8.0,0.298,0.09,0.208
marshall_ok,3.0,0.304,0.048,0.256
