county_state,state,candidate_won,party,winner_votes,total_votes,pct_trump,pct_biden
ohio_in,IN,Donald Trump,REP,2392,3164,0.756,0.244
orange_in,IN,Donald Trump,REP,6432,8832,0.728,0.272
owen_in,IN,Donald Trump,REP,7286,9904,0.736,0.264
parke_in,IN,Donald Trump,REP,5398,7011,0.77,0.23
perry_in,IN,Donald Trump,REP,5345,8722,0.613,0.387
pike_in,IN,Donald Trump,REP,4692,6220,0.754,0.246
porter_in,IN,Donald Trump,REP,45008,86509,0.52,0.48
posey_in,IN,Donald Trump,REP,9206,13236,0.696,0.304
pulaski_in,IN,Donald Trump,REP,4246,5806,0.731,0.269
putnam_in,IN,Donald Trump,REP,12278,16597,0.74,0.26
randolph_in,IN,Donald Trump,REP,8312,11070,0.751,0.249
ripley_in,IN,Donald Trump,REP,11261,14271,0.789,0.211
rush_in,IN,Donald Trump,REP,6035,7932,0.761,0.239
scott_in,IN,Donald Trump,REP,7328,10161,0.721,0.279
shelby_in,IN,Donald Trump,REP,14568,19991,0.729,0.271
spencer_in,IN,Donald Trump,REP,7357,10769,0.683,0.317
starke_in,IN,Donald Trump,REP,7466,10290,0.726,0.274
steuben_in,IN,Donald Trump,REP,11327,16162,0.701,0.299
sullivan_in,IN,Donald Trump,REP,6691,8994,0.744,0.256
switzerland_in,IN,Donald Trump,REP,3133,4154,0.754,0.246
tipton_in,IN,Donald Trump,REP,6110,8116,0.753,0.247
union_in,IN,Donald Trump,REP,2688,3483,0.772,0.228
vanderburgh_in,IN,Donald Trump,REP,41844,77662,0.539,0.461
vermillion_in,IN,Donald Trump,REP,5184,7481,0.693,0.307
vigo_in,IN,Donald Trump,REP,24545,43594,0.563,0.437
wabash_in,IN,Donald Trump,REP,10762,14573,0.738,0.262
warren_in,IN,Donald Trump,REP,3401,4472,0.761,0.239
warrick_in,IN,Donald Trump,REP,21326,33829,0.63,0.37
washington_in,IN,Donald Trump,REP,9114,12139,0.751,0.249
wayne_in,IN,Donald Trump,REP,17567,27679,0.635,0.365
wells_in,IN,Donald Trump,REP,10855,14050,0.773,0.227
white_in,IN,Donald Trump,REP,7957,11166,0.713,0.287
whitley_in,IN,Donald Trump,REP,12862,17556,0.733,0.267
adair_ia,IA,Donald Trump,REP,2917,4177,0.698,0.302
adams_ia,IA,Donald Trump,REP,1530,2160,0.708,0.292
allamakee_ia,IA,Donald Trump,REP,4735,7422,0.638,0.362
appanoose_ia,IA,Donald Trump,REP,4512,6516,0.692,0.308
audubon_ia,IA,Donald Trump,REP,2295,3420,0.671,0.329
benton_ia,IA,Donald Trump,REP,9188,14642,0.628,0.372
boone_ia,IA,Donald Trump,REP,8695,15340,0.567,0.433
bremer_ia,IA,Donald Trump,REP,8294,14546,0.57,0.43
buchanan_ia,IA,Donald Trump,REP,6420,10774,0.596,0.404
buena vista_ia,IA,Donald Trump,REP,5056,8167,0.619,0.381
butler_ia,IA,Donald Trump,REP,5542,8098,0.684,0.316
calhoun_ia,IA,Donald Trump,REP,3689,5258,0.702,0.298
carroll_ia,IA,Donald Trump,REP,7737,11335,0.683,0.317
cass_ia,IA,Donald Trump,REP,4969,7276,0.683,0.317
cedar_ia,IA,Donald Trump,REP,6161,10703,0.576,0.424
cerro gordo_ia,IA,Donald Trump,REP,12442,23801,0.523,0.477
cherokee_ia,IA,Donald Trump,REP,4495,6518,0.69,0.31
chickasaw_ia,IA,Donald Trump,REP,4308,6631,0.65,0.35
clarke_ia,IA,Donald Trump,REP,3144,4670,0.673,0.327
clay_ia,IA,Donald Trump,REP,6137,8969,0.684,0.316
clayton_ia,IA,Donald Trump,REP,6106,9594,0.636,0.364
clinton_ia,IA,Donald Trump,REP,13361,24687,0.541,0.459
crawford_ia,IA,Donald Trump,REP,4854,7154,0.679,0.321
dallas_ia,IA,Donald Trump,REP,27987,56022,0.5,0.5
davis_ia,IA,Donald Trump,REP,3032,4102,0.739,0.261
decatur_ia,IA,Donald Trump,REP,2615,3804,0.687,0.313
delaware_ia,IA,Donald Trump,REP,6666,10003,0.666,0.334
des moines_ia,IA,Donald Trump,REP,10592,19956,0.531,0.469
dickinson_ia,IA,Donald Trump,REP,7438,11244,0.662,0.338
dubuque_ia,IA,Donald Trump,REP,27214,53926,0.505,0.495
emmet_ia,IA,Donald Trump,REP,3265,4853,0.673,0.327
fayette_ia,IA,Donald Trump,REP,6145,10186,0.603,0.397
floyd_ia,IA,Donald Trump,REP,4732,8032,0.589,0.411
franklin_ia,IA,Donald Trump,REP,3422,5130,0.667,0.333
fremont_ia,IA,Donald Trump,REP,2711,3857,0.703,0.297
greene_ia,IA,Donald Trump,REP,3223,5057,0.637,0.363
grundy_ia,IA,Donald Trump,REP,4929,7276,0.677,0.323
guthrie_ia,IA,Donald Trump,REP,4272,6371,0.671,0.329
hamilton_ia,IA,Donald Trump,REP,4956,7943,0.624,0.376
hancock_ia,IA,Donald Trump,REP,4390,6172,0.711,0.289
hardin_ia,IA,Donald Trump,REP,5850,8989,0.651,0.349
harrison_ia,IA,Donald Trump,REP,5569,8155,0.683,0.317
henry_ia,IA,Donald Trump,REP,6507,9982,0.652,0.348
howard_ia,IA,Donald Trump,REP,3127,4958,0.631,0.369
humboldt_ia,IA,Donald Trump,REP,3819,5327,0.717,0.283
ida_ia,IA,Donald Trump,REP,2880,3849,0.748,0.252
iowa_ia,IA,Donald Trump,REP,6009,9742,0.617,0.383
jackson_ia,IA,Donald Trump,REP,6940,11135,0.623,0.377
jasper_ia,IA,Donald Trump,REP,12084,20184,0.599,0.401
jefferson_ia,IA,Donald Trump,REP,4443,8959,0.496,0.504
jones_ia,IA,Donald Trump,REP,6572,10989,0.598,0.402
keokuk_ia,IA,Donald Trump,REP,3797,5303,0.716,0.284
kossuth_ia,IA,Donald Trump,REP,6275,9090,0.69,0.31
lee_ia,IA,Donald Trump,REP,9773,16734,0.584,0.416
louisa_ia,IA,Donald Trump,REP,3500,5332,0.656,0.344
lucas_ia,IA,Donald Trump,REP,3287,4630,0.71,0.29
lyon_ia,IA,Donald Trump,REP,5707,6863,0.832,0.168
madison_ia,IA,Donald Trump,REP,6507,9824,0.662,0.338
mahaska_ia,IA,Donald Trump,REP,8297,11404,0.728,0.272
marion_ia,IA,Donald Trump,REP,12663,19232,0.658,0.342
marshall_ia,IA,Donald Trump,REP,9571,18136,0.528,0.472
mills_ia,IA,Donald Trump,REP,5585,8268,0.675,0.325
mitchell_ia,IA,Donald Trump,REP,3677,5822,0.632,0.368
monona_ia,IA,Donald Trump,REP,3248,4728,0.687,0.313
monroe_ia,IA,Donald Trump,REP,2975,4088,0.728,0.272
montgomery_ia,IA,Donald Trump,REP,3659,5327,0.687,0.313
muscatine_ia,IA,Donald Trump,REP,10823,20671,0.524,0.476
o'brien_ia,IA,Donald Trump,REP,5861,7551,0.776,0.224
osceola_ia,IA,Donald Trump,REP,2690,3328,0.808,0.192
page_ia,IA,Donald Trump,REP,5319,7528,0.707,0.293
palo alto_ia,IA,Donald Trump,REP,3370,4958,0.68,0.32
plymouth_ia,IA,Donald Trump,REP,10492,14188,0.739,0.261
pocahontas_ia,IA,Donald Trump,REP,2826,3823,0.739,0.261
pottawattamie_ia,IA,Donald Trump,REP,26247,45744,0.574,0.426
poweshiek_ia,IA,Donald Trump,REP,5657,10140,0.558,0.442
ringgold_ia,IA,Donald Trump,REP,1968,2714,0.725,0.275
sac_ia,IA,Donald Trump,REP,4061,5535,0.734,0.266
shelby_ia,IA,Donald Trump,REP,4697,6795,0.691,0.309
sioux_ia,IA,Donald Trump,REP,15680,19051,0.823,0.177
tama_ia,IA,Donald Trump,REP,5303,9048,0.586,0.414
taylor_ia,IA,Donald Trump,REP,2463,3249,0.758,0.242
union_ia,IA,Donald Trump,REP,4010,6185,0.648,0.352
van buren_ia,IA,Donald Trump,REP,2859,3791,0.754,0.246
wapello_ia,IA,Donald Trump,REP,9516,15633,0.609,0.391
warren_ia,IA,Donald Trump,REP,17782,31039,0.573,0.427
washington_ia,IA,Donald Trump,REP,6971,11765,0.593,0.407
wayne_ia,IA,Donald Trump,REP,2338,3109,0.752,0.248
webster_ia,IA,Donald Trump,REP,10938,17822,0.614,0.386
winnebago_ia,IA,Donald Trump,REP,3707,5970,0.621,0.379
winneshiek_ia,IA,Donald Trump,REP,6235,12064,0.517,0.483
woodbury_ia,IA,Donald Trump,REP,25736,45362,0.567,0.433
worth_ia,IA,Donald Trump,REP,2738,4418,0.62,0.38
wright_ia,IA,Donald Trump,REP,4136,6254,0.661,0.339
allen_ks,KS,Donald Trump,REP,4155,5842,0.711,0.289
anderson_ks,KS,Donald Trump,REP,2874,3720,0.773,0.227
atchison_ks,KS,Donald Trump,REP,4826,7312,0.66,0.34
barber_ks,KS,Donald Trump,REP,1992,2313,0.861,0.139
barton_ks,KS,Donald Trump,REP,8480,10961,0.774,0.226
bourbon_ks,KS,Donald Trump,REP,4910,6550,0.75,0.25
brown_ks,KS,Donald Trump,REP,3206,4396,0.729,0.271
butler_ks,KS,Donald Trump,REP,22250,31946,0.696,0.304
chase_ks,KS,Donald Trump,REP,1114,1478,0.754,0.246
chautauqua_ks,KS,Donald Trump,REP,1397,1634,0.855,0.145
cherokee_ks,KS,Donald Trump,REP,6622,8945,0.74,0.26
cheyenne_ks,KS,Donald Trump,REP,1158,1400,0.827,0.173
clark_ks,KS,Donald Trump,REP,885,1048,0.844,0.156
clay_ks,KS,Donald Trump,REP,3129,4134,0.757,0.243
cloud_ks,KS,Donald Trump,REP,3182,4174,0.762,0.238
coffey_ks,KS,Donald Trump,REP,3407,4448,0.766,0.234
comanche_ks,KS,Donald Trump,REP,745,904,0.824,0.176
cowley_ks,KS,Donald Trump,REP,9442,13911,0.679,0.321
crawford_ks,KS,Donald Trump,REP,10045,16718,0.601,0.399
decatur_ks,KS,Donald Trump,REP,1232,1458,0.845,0.155
dickinson_ks,KS,Donald Trump,REP,7045,9246,0.762,0.238
doniphan_ks,KS,Donald Trump,REP,2949,3674,0.803,0.197
edwards_ks,KS,Donald Trump,REP,1127,1413,0.798,0.202
elk_ks,KS,Donald Trump,REP,1130,1347,0.839,0.161
ellis_ks,KS,Donald Trump,REP,9569,13501,0.709,0.291
ellsworth_ks,KS,Donald Trump,REP,2106,2806,0.751,0.249
finney_ks,KS,Donald Trump,REP,7079,11466,0.617,0.383
ford_ks,KS,Donald Trump,REP,5763,8850,0.651,0.349
franklin_ks,KS,Donald Trump,REP,8326,12247,0.68,0.32
geary_ks,KS,Donald Trump,REP,5193,9311,0.558,0.442
gove_ks,KS,Donald Trump,REP,1256,1433,0.876,0.124
graham_ks,KS,Donald Trump,REP,1052,1302,0.808,0.192
grant_ks,KS,Donald Trump,REP,1910,2452,0.779,0.221
gray_ks,KS,Donald Trump,REP,1871,2240,0.835,0.165
greeley_ks,KS,Donald Trump,REP,537,629,0.854,0.146
greenwood_ks,KS,Donald Trump,REP,2404,3030,0.793,0.207
hamilton_ks,KS,Donald Trump,REP,684,837,0.817,0.183
harper_ks,KS,Donald Trump,REP,2128,2626,0.81,0.19
harvey_ks,KS,Donald Trump,REP,10015,17034,0.588,0.412
haskell_ks,KS,Donald Trump,REP,1103,1383,0.798,0.202
hodgeman_ks,KS,Donald Trump,REP,866,1033,0.838,0.162
jackson_ks,KS,Donald Trump,REP,4435,6468,0.686,0.314
jefferson_ks,KS,Donald Trump,REP,6193,9581,0.646,0.354
jewell_ks,KS,Donald Trump,REP,1369,1608,0.851,0.149
kearny_ks,KS,Donald Trump,REP,1134,1413,0.803,0.197
kingman_ks,KS,Donald Trump,REP,3102,3929,0.79,0.21
kiowa_ks,KS,Donald Trump,REP,957,1139,0.84,0.16
labette_ks,KS,Donald Trump,REP,5639,8414,0.67,0.33
lane_ks,KS,Donald Trump,REP,757,888,0.852,0.148
leavenworth_ks,KS,Donald Trump,REP,21378,36115,0.592,0.408
lincoln_ks,KS,Donald Trump,REP,1273,1570,0.811,0.189
linn_ks,KS,Donald Trump,REP,3940,4903,0.804,0.196
logan_ks,KS,Donald Trump,REP,1231,1437,0.857,0.143
lyon_ks,KS,Donald Trump,REP,7381,13622,0.542,0.458
mcpherson_ks,KS,Donald Trump,REP,9562,13868,0.69,0.31
marion_ks,KS,Donald Trump,REP,4377,5969,0.733,0.267
marshall_ks,KS,Donald Trump,REP,3662,5023,0.729,0.271
meade_ks,KS,Donald Trump,REP,1508,1807,0.835,0.165
miami_ks,KS,Donald Trump,REP,12116,17624,0.687,0.313
mitchell_ks,KS,Donald Trump,REP,2454,3039,0.808,0.192
montgomery_ks,KS,Donald Trump,REP,9768,13177,0.741,0.259
morris_ks,KS,Donald Trump,REP,2085,2849,0.732,0.268
morton_ks,KS,Donald Trump,REP,1004,1163,0.863,0.137
nemaha_ks,KS,Donald Trump,REP,4612,5625,0.82,0.18
neosho_ks,KS,Donald Trump,REP,4795,6629,0.723,0.277
ness_ks,KS,Donald Trump,REP,1315,1487,0.884,0.116
norton_ks,KS,Donald Trump,REP,1977,2390,0.827,0.173
osage_ks,KS,Donald Trump,REP,5591,7893,0.708,0.292
osborne_ks,KS,Donald Trump,REP,1590,1899,0.837,0.163
ottawa_ks,KS,Donald Trump,REP,2581,3159,0.817,0.183
pawnee_ks,KS,Donald Trump,REP,2028,2712,0.748,0.252
phillips_ks,KS,Donald Trump,REP,2388,2752,0.868,0.132
pottawatomie_ks,KS,Donald Trump,REP,9247,12815,0.722,0.278
pratt_ks,KS,Donald Trump,REP,3087,4107,0.752,0.248
rawlins_ks,KS,Donald Trump,REP,1253,1496,0.838,0.162
reno_ks,KS,Donald Trump,REP,17948,27245,0.659,0.341
republic_ks,KS,Donald Trump,REP,2172,2643,0.822,0.178
rice_ks,KS,Donald Trump,REP,3187,4230,0.753,0.247
rooks_ks,KS,Donald Trump,REP,2294,2661,0.862,0.138
rush_ks,KS,Donald Trump,REP,1425,1748,0.815,0.185
russell_ks,KS,Donald Trump,REP,2765,3429,0.806,0.194
saline_ks,KS,Donald Trump,REP,15313,23911,0.64,0.36
scott_ks,KS,Donald Trump,REP,1991,2322,0.857,0.143
sedgwick_ks,KS,Donald Trump,REP,117653,213552,0.551,0.449
seward_ks,KS,Donald Trump,REP,3285,5099,0.644,0.356
sheridan_ks,KS,Donald Trump,REP,1237,1397,0.885,0.115
sherman_ks,KS,Donald Trump,REP,2222,2673,0.831,0.169
smith_ks,KS,Donald Trump,REP,1734,2092,0.829,0.171
stafford_ks,KS,Donald Trump,REP,1631,2017,0.809,0.191
stanton_ks,KS,Donald Trump,REP,607,767,0.791,0.209
stevens_ks,KS,Donald Trump,REP,1731,1997,0.867,0.133
sumner_ks,KS,Donald Trump,REP,7998,10779,0.742,0.258
thomas_ks,KS,Donald Trump,REP,3106,3794,0.819,0.181
trego_ks,KS,Donald Trump,REP,1341,1603,0.837,0.163
wabaunsee_ks,KS,Donald Trump,REP,2813,3861,0.729,0.271
wallace_ks,KS,Donald Trump,REP,762,817,0.933,0.067
washington_ks,KS,Donald Trump,REP,2332,2843,0.82,0.18
wichita_ks,KS,Donald Trump,REP,803,961,0.836,0.164
wilson_ks,KS,Donald Trump,REP,3111,3899,0.798,0.202
woodson_ks,KS,Donald Trump,REP,1189,1495,0.795,0.205
adair_ky,KY,Donald Trump,REP,7276,8768,0.83,0.17
allen_ky,KY,Donald Trump,REP,7587,9364,0.81,0.19
anderson_ky,KY,Donald Trump,REP,9661,13254,0.729,0.271
ballard_ky,KY,Donald Trump,REP,3356,4225,0.794,0.206
barren_ky,KY,Donald Trump,REP,14654,20064,0.73,0.27
bath_ky,KY,Donald Trump,REP,3986,5627,0.708,0.292
bell_ky,KY,Donald Trump,REP,8140,10044,0.81,0.19
boone_ky,KY,Donald Trump,REP,44814,66998,0.669,0.331
bourbon_ky,KY,Donald Trump,REP,6190,9648,0.642,0.358
boyd_ky,KY,Donald Trump,REP,14295,21751,0.657,0.343
boyle_ky,KY,Donald Trump,REP,8872,14478,0.613,0.387
bracken_ky,KY,Donald Trump,REP,3398,4246,0.8,0.2
breathitt_ky,KY,Donald Trump,REP,4265,5661,0.753,0.247
breckinridge_ky,KY,Donald Trump,REP,7701,10201,0.755,0.245
bullitt_ky,KY,Donald Trump,REP,30708,41998,0.731,0.269
butler_ky,KY,Donald Trump,REP,4960,6125,0.81,0.19
caldwell_ky,KY,Donald Trump,REP,4906,6434,0.763,0.237
calloway_ky,KY,Donald Trump,REP,11352,17457,0.65,0.35
campbell_ky,KY,Donald Trump,REP,28482,48878,0.583,0.417
carlisle_ky,KY,Donald Trump,REP,2159,2638,0.818,0.182
carroll_ky,KY,Donald Trump,REP,2954,4136,0.714,0.286
carter_ky,KY,Donald Trump,REP,8775,11586,0.757,0.243
casey_ky,KY,Donald Trump,REP,6179,7171,0.862,0.138
christian_ky,KY,Donald Trump,REP,15080,23863,0.632,0.368
clark_ky,KY,Donald Trump,REP,11811,18139,0.651,0.349
clay_ky,KY,Donald Trump,REP,6677,7591,0.88,0.12
clinton_ky,KY,Donald Trump,REP,4280,4932,0.868,0.132
crittenden_ky,KY,Donald Trump,REP,3451,4242,0.814,0.186
cumberland_ky,KY,Donald Trump,REP,2769,3309,0.837,0.163
daviess_ky,KY,Donald Trump,REP,31025,49287,0.629,0.371
edmonson_ky,KY,Donald Trump,REP,4828,6132,0.787,0.213
elliott_ky,KY,Donald Trump,REP,2246,2995,0.75,0.25
estill_ky,KY,Donald Trump,REP,5100,6540,0.78,0.22
fleming_ky,KY,Donald Trump,REP,5534,7068,0.783,0.217
floyd_ky,KY,Donald Trump,REP,12250,16353,0.749,0.251
franklin_ky,KY,Donald Trump,REP,12900,26072,0.495,0.505
fulton_ky,KY,Donald Trump,REP,1606,2426,0.662,0.338
gallatin_ky,KY,Donald Trump,REP,2955,3849,0.768,0.232
garrard_ky,KY,Donald Trump,REP,6754,8706,0.776,0.224
grant_ky,KY,Donald Trump,REP,8725,11108,0.785,0.215
graves_ky,KY,Donald Trump,REP,13206,17019,0.776,0.224
grayson_ky,KY,Donald Trump,REP,9453,11985,0.789,0.211
green_ky,KY,Donald Trump,REP,4838,5812,0.832,0.168
greenup_ky,KY,Donald Trump,REP,13064,18176,0.719,0.281
hancock_ky,KY,Donald Trump,REP,3145,4587,0.686,0.314
hardin_ky,KY,Donald Trump,REP,29832,48941,0.61,0.39
harlan_ky,KY,Donald Trump,REP,9367,10971,0.854,0.146
harrison_ky,KY,Donald Trump,REP,6334,8859,0.715,0.285
hart_ky,KY,Donald Trump,REP,6345,8370,0.758,0.242
henderson_ky,KY,Donald Trump,REP,12730,20697,0.615,0.385
henry_ky,KY,Donald Trump,REP,5843,8110,0.72,0.28
hickman_ky,KY,Donald Trump,REP,1714,2199,0.779,0.221
hopkins_ky,KY,Donald Trump,REP,15757,21512,0.732,0.268
jackson_ky,KY,Donald Trump,REP,5453,6113,0.892,0.108
jessamine_ky,KY,Donald Trump,REP,17096,26280,0.651,0.349
johnson_ky,KY,Donald Trump,REP,8450,10192,0.829,0.171
kenton_ky,KY,Donald Trump,REP,48129,82198,0.586,0.414
knott_ky,KY,Donald Trump,REP,4780,6252,0.765,0.235
knox_ky,KY,Donald Trump,REP,11012,13273,0.83,0.17
larue_ky,KY,Donald Trump,REP,5685,7301,0.779,0.221
laurel_ky,KY,Donald Trump,REP,23237,28111,0.827,0.173
lawrence_ky,KY,Donald Trump,REP,5633,6955,0.81,0.19
lee_ky,KY,Donald Trump,REP,2273,2801,0.811,0.189
leslie_ky,KY,Donald Trump,REP,4321,4813,0.898,0.102
letcher_ky,KY,Donald Trump,REP,7226,9135,0.791,0.209
lewis_ky,KY,Donald Trump,REP,4986,5883,0.848,0.152
lincoln_ky,KY,Donald Trump,REP,8489,10914,0.778,0.222
livingston_ky,KY,Donald Trump,REP,4010,5004,0.801,0.199
logan_ky,KY,Donald Trump,REP,9067,12350,0.734,0.266
lyon_ky,KY,Donald Trump,REP,3100,4228,0.733,0.267
mccracken_ky,KY,Donald Trump,REP,21820,33549,0.65,0.35
mccreary_ky,KY,Donald Trump,REP,5664,6438,0.88,0.12
mclean_ky,KY,Donald Trump,REP,3633,4782,0.76,0.24
madison_ky,KY,Donald Trump,REP,27356,43957,0.622,0.378
magoffin_ky,KY,Donald Trump,REP,4174,5447,0.766,0.234
marion_ky,KY,Donald Trump,REP,6113,8928,0.685,0.315
marshall_ky,KY,Donald Trump,REP,13297,17603,0.755,0.245
martin_ky,KY,Donald Trump,REP,3496,3936,0.888,0.112
mason_ky,KY,Donald Trump,REP,5477,7958,0.688,0.312
meade_ky,KY,Donald Trump,REP,10185,14113,0.722,0.278
menifee_ky,KY,Donald Trump,REP,2311,3102,0.745,0.255
mercer_ky,KY,Donald Trump,REP,8506,11735,0.725,0.275
metcalfe_ky,KY,Donald Trump,REP,3959,5012,0.79,0.21
monroe_ky,KY,Donald Trump,REP,4628,5330,0.868,0.132
montgomery_ky,KY,Donald Trump,REP,8993,12842,0.7,0.3
morgan_ky,KY,Donald Trump,REP,4301,5544,0.776,0.224
muhlenberg_ky,KY,Donald Trump,REP,10497,14235,0.737,0.263
nelson_ky,KY,Donald Trump,REP,15703,23256,0.675,0.325
nicholas_ky,KY,Donald Trump,REP,2408,3396,0.709,0.291
ohio_ky,KY,Donald Trump,REP,8582,11129,0.771,0.229
oldham_ky,KY,Donald Trump,REP,22654,37976,0.597,0.403
owen_ky,KY,Donald Trump,REP,4292,5458,0.786,0.214
owsley_ky,KY,Donald Trump,REP,1671,1896,0.881,0.119
pendleton_ky,KY,Donald Trump,REP,5515,6925,0.796,0.204
perry_ky,KY,Donald Trump,REP,8129,10626,0.765,0.235
pike_ky,KY,Donald Trump,REP,20284,25395,0.799,0.201
powell_ky,KY,Donald Trump,REP,4041,5505,0.734,0.266
pulaski_ky,KY,Donald Trump,REP,25442,31557,0.806,0.194
robertson_ky,KY,Donald Trump,REP,884,1146,0.771,0.229
rockcastle_ky,KY,Donald Trump,REP,6577,7784,0.845,0.155
rowan_ky,KY,Donald Trump,REP,5994,10065,0.596,0.404
russell_ky,KY,Donald Trump,REP,7519,8955,0.84,0.16
scott_ky,KY,Donald Trump,REP,17767,28969,0.613,0.387
shelby_ky,KY,Donald Trump,REP,15055,23550,0.639,0.361
simpson_ky,KY,Donald Trump,REP,5888,8732,0.674,0.326
spencer_ky,KY,Donald Trump,REP,8737,11433,0.764,0.236
taylor_ky,KY,Donald Trump,REP,9376,12517,0.749,0.251
todd_ky,KY,Donald Trump,REP,4062,5363,0.757,0.243
trigg_ky,KY,Donald Trump,REP,5487,7376,0.744,0.256
trimble_ky,KY,Donald Trump,REP,3227,4320,0.747,0.253
union_ky,KY,Donald Trump,REP,4965,6577,0.755,0.245
warren_ky,KY,Donald Trump,REP,31791,55401,0.574,0.426
washington_ky,KY,Donald Trump,REP,4482,6225,0.72,0.28
wayne_ky,KY,Donald Trump,REP,7430,9240,0.804,0.196
webster_ky,KY,Donald Trump,REP,4506,5993,0.752,0.248
whitley_ky,KY,Donald Trump,REP,12567,15356,0.818,0.182
wolfe_ky,KY,Donald Trump,REP,2097,2979,0.704,0.296
woodford_ky,KY,Donald Trump,REP,8362,15211,0.55,0.45
acadia parish_la,LA,Donald Trump,REP,22596,28425,0.795,0.205
allen parish_la,LA,Donald Trump,REP,7574,9810,0.772,0.228
ascension parish_la,LA,Donald Trump,REP,40687,62325,0.653,0.347
assumption parish_la,LA,Donald Trump,REP,7271,11235,0.647,0.353
avoyelles parish_la,LA,Donald Trump,REP,12028,17292,0.696,0.304
beauregard parish_la,LA,Donald Trump,REP,13575,16357,0.83,0.17
bienville parish_la,LA,Donald Trump,REP,3891,7050,0.552,0.448
bossier parish_la,LA,Donald Trump,REP,38074,54655,0.697,0.303
calcasieu parish_la,LA,Donald Trump,REP,55066,82663,0.666,0.334
caldwell parish_la,LA,Donald Trump,REP,3976,4762,0.835,0.165
cameron parish_la,LA,Donald Trump,REP,3671,4039,0.909,0.091
catahoula parish_la,LA,Donald Trump,REP,3541,4858,0.729,0.271
claiborne parish_la,LA,Donald Trump,REP,3770,6580,0.573,0.427
concordia parish_la,LA,Donald Trump,REP,5550,8828,0.629,0.371
de soto parish_la,LA,Donald Trump,REP,9112,14736,0.618,0.382
east feliciana parish_la,LA,Donald Trump,REP,6064,10509,0.577,0.423
evangeline parish_la,LA,Donald Trump,REP,11053,15412,0.717,0.283
franklin parish_la,LA,Donald Trump,REP,6970,9720,0.717,0.283
grant parish_la,LA,Donald Trump,REP,8117,9392,0.864,0.136
iberia parish_la,LA,Donald Trump,REP,21251,32713,0.65,0.35
jackson parish_la,LA,Donald Trump,REP,5394,7632,0.707,0.293
jefferson parish_la,LA,Donald Trump,REP,105949,193733,0.547,0.453
jefferson davis parish_la,LA,Donald Trump,REP,11423,14841,0.77,0.23
lafayette parish_la,LA,Donald Trump,REP,72519,114521,0.633,0.367
lafourche parish_la,LA,Donald Trump,REP,36024,45388,0.794,0.206
lasalle parish_la,LA,Donald Trump,REP,6378,7077,0.901,0.099
lincoln parish_la,LA,Donald Trump,REP,11311,19275,0.587,0.413
livingston parish_la,LA,Donald Trump,REP,54877,65230,0.841,0.159
morehouse parish_la,LA,Donald Trump,REP,6510,11574,0.562,0.438
natchitoches parish_la,LA,Donald Trump,REP,9358,16554,0.565,0.435
ouachita parish_la,LA,Donald Trump,REP,42255,69166,0.611,0.389
plaquemines parish_la,LA,Donald Trump,REP,7412,11014,0.673,0.327
pointe coupee parish_la,LA,Donald Trump,REP,7503,12371,0.606,0.394
rapides parish_la,LA,Donald Trump,REP,38347,58865,0.651,0.349
red river parish_la,LA,Donald Trump,REP,2413,4132,0.584,0.416
richland parish_la,LA,Donald Trump,REP,6607,9940,0.665,0.335
sabine parish_la,LA,Donald Trump,REP,8776,10596,0.828,0.172
st. bernard parish_la,LA,Donald Trump,REP,11179,17650,0.633,0.367
st. charles parish_la,LA,Donald Trump,REP,18233,28517,0.639,0.361
st. landry parish_la,LA,Donald Trump,REP,23171,41154,0.563,0.437
st. martin parish_la,LA,Donald Trump,REP,18203,27038,0.673,0.327
st. mary parish_la,LA,Donald Trump,REP,14811,23186,0.639,0.361
st. tammany parish_la,LA,Donald Trump,REP,99666,140110,0.711,0.289
tangipahoa parish_la,LA,Donald Trump,REP,37806,57661,0.656,0.344
terrebonne parish_la,LA,Donald Trump,REP,34339,46240,0.743,0.257
union parish_la,LA,Donald Trump,REP,8407,11201,0.751,0.249
vermilion parish_la,LA,Donald Trump,REP,21930,27324,0.803,0.197
vernon parish_la,LA,Donald Trump,REP,14107,17268,0.817,0.183
washington parish_la,LA,Donald Trump,REP,13307,19513,0.682,0.318
webster parish_la,LA,Donald Trump,REP,11830,18216,0.649,0.351
west baton rouge parish_la,LA,Donald Trump,REP,7684,14097,0.545,0.455
west carroll parish_la,LA,Donald Trump,REP,4317,5052,0.855,0.145
west feliciana parish_la,LA,Donald Trump,REP,3863,6268,0.616,0.384
winn parish_la,LA,Donald Trump,REP,4619,6225,0.742,0.258
aroostook_me,ME,Donald Trump,REP,150,292,0.514,0.486
piscataquis_me,ME,Donald Trump,REP,61,87,0.701,0.299
somerset_me,ME,Donald Trump,REP,173,243,0.712,0.288
franklin_me,ME,Donald Trump,REP,459,861,0.533,0.467
hancock_me,ME,Donald Trump,REP,778,1472,0.529,0.471
washington_me,ME,Donald Trump,REP,540,988,0.547,0.453
oxford_me,ME,Donald Trump,REP,1456,2325,0.626,0.374
lincoln_me,ME,Donald Trump,REP,1723,2596,0.664,0.336
knox_me,ME,Donald Trump,REP,315,475,0.663,0.337
waldo_me,ME,Donald Trump,REP,261,502,0.52,0.48
allegany_md,MD,Donald Trump,REP,20886,30641,0.682,0.318
calvert_md,MD,Donald Trump,REP,25346,49112,0.516,0.484
