county_state,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden
litchfield_nh,NH,Donald Trump,REP,2824,2586,5410,0.522,0.478
mason_nh,NH,Donald Trump,REP,535,414,949,0.564,0.436
new boston_nh,NH,Donald Trump,REP,2036,1898,3934,0.518,0.482
new ipswich_nh,NH,Donald Trump,REP,2099,1024,3123,0.672,0.328
pelham_nh,NH,Donald Trump,REP,5253,3601,8854,0.593,0.407
weare_nh,NH,Donald Trump,REP,3213,2325,5538,0.58,0.42
windsor_nh,NH,Donald Trump,REP,91,38,129,0.705,0.295
allenstown_nh,NH,Donald Trump,REP,1233,1092,2325,0.53,0.47
boscawen_nh,NH,Donald Trump,REP,1064,976,2040,0.522,0.478
chichester_nh,NH,Donald Trump,REP,930,806,1736,0.536,0.464
danbury_nh,NH,Donald Trump,REP,414,311,725,0.571,0.429
dunbarton_nh,NH,Donald Trump,REP,1121,909,2030,0.552,0.448
epsom_nh,NH,Donald Trump,REP,1702,1225,2927,0.581,0.419
franklin_nh,NH,Donald Trump,REP,2281,1897,4178,0.546,0.454
hill_nh,NH,Donald Trump,REP,403,232,635,0.635,0.365
hooksett_nh,NH,Donald Trump,REP,4387,4198,8585,0.511,0.489
loudon_nh,NH,Donald Trump,REP,2152,1573,3725,0.578,0.422
northfield_nh,NH,Donald Trump,REP,1435,1184,2619,0.548,0.452
pittsfield_nh,NH,Donald Trump,REP,1230,865,2095,0.587,0.413
salisbury_nh,NH,Donald Trump,REP,517,408,925,0.559,0.441
webster_nh,NH,Donald Trump,REP,669,572,1241,0.539,0.461
atkinson_nh,NH,Donald Trump,REP,2795,2309,5104,0.548,0.452
auburn_nh,NH,Donald Trump,REP,2265,1665,3930,0.576,0.424
candia_nh,NH,Donald Trump,REP,1702,1087,2789,0.61,0.39
chester_nh,NH,Donald Trump,REP,1951,1518,3469,0.562,0.438
danville_nh,NH,Donald Trump,REP,1686,1130,2816,0.599,0.401
deerfield_nh,NH,Donald Trump,REP,1786,1435,3221,0.554,0.446
derry_nh,NH,Donald Trump,REP,9412,8482,17894,0.526,0.474
east kingston_nh,NH,Donald Trump,REP,889,803,1692,0.525,0.475
epping_nh,NH,Donald Trump,REP,2311,2126,4437,0.521,0.479
fremont_nh,NH,Donald Trump,REP,1635,1204,2839,0.576,0.424
hampstead_nh,NH,Donald Trump,REP,3303,2594,5897,0.56,0.44
hampton falls_nh,NH,Donald Trump,REP,863,857,1720,0.502,0.498
kingston_nh,NH,Donald Trump,REP,2311,1791,4102,0.563,0.437
londonderry_nh,NH,Donald Trump,REP,7905,7968,15873,0.498,0.502
newington_nh,NH,Donald Trump,REP,325,314,639,0.509,0.491
newton_nh,NH,Donald Trump,REP,1680,1314,2994,0.561,0.439
northwood_nh,NH,Donald Trump,REP,1483,1398,2881,0.515,0.485
plaistow_nh,NH,Donald Trump,REP,2504,2113,4617,0.542,0.458
raymond_nh,NH,Donald Trump,REP,3517,2483,6000,0.586,0.414
salem_nh,NH,Donald Trump,REP,9969,7872,17841,0.559,0.441
sandown_nh,NH,Donald Trump,REP,2273,1702,3975,0.572,0.428
seabrook_nh,NH,Donald Trump,REP,2595,2044,4639,0.559,0.441
south hampton_nh,NH,Donald Trump,REP,326,326,652,0.5,0.5
windham_nh,NH,Donald Trump,REP,5196,4704,9900,0.525,0.475
farmington_nh,NH,Donald Trump,REP,2000,1433,3433,0.583,0.417
middleton_nh,NH,Donald Trump,REP,643,399,1042,0.617,0.383
milton_nh,NH,Donald Trump,REP,1476,1063,2539,0.581,0.419
new durham_nh,NH,Donald Trump,REP,1109,759,1868,0.594,0.406
rochester_nh,NH,Donald Trump,REP,8367,8540,16907,0.495,0.505
strafford_nh,NH,Donald Trump,REP,1408,1394,2802,0.502,0.498
charlestown_nh,NH,Donald Trump,REP,1239,1242,2481,0.499,0.501
croydon_nh,NH,Donald Trump,REP,319,194,513,0.622,0.378
goshen_nh,NH,Donald Trump,REP,284,197,481,0.59,0.41
lempster_nh,NH,Donald Trump,REP,440,286,726,0.606,0.394
newport_nh,NH,Donald Trump,REP,1773,1365,3138,0.565,0.435
unity_nh,NH,Donald Trump,REP,531,361,892,0.595,0.405
washington_nh,NH,Donald Trump,REP,467,330,797,0.586,0.414
cape may_nj,NJ,Donald Trump,REP,33158,24775,57933,0.572,0.428
hunterdon_nj,NJ,Donald Trump,REP,43153,41520,84673,0.51,0.49
monmouth_nj,NJ,Donald Trump,REP,191808,186582,378390,0.507,0.493
ocean_nj,NJ,Donald Trump,REP,217740,125006,342746,0.635,0.365
salem_nj,NJ,Donald Trump,REP,18827,15215,34042,0.553,0.447
sussex_nj,NJ,Donald Trump,REP,51698,36654,88352,0.585,0.415
warren_nj,NJ,Donald Trump,REP,34769,26288,61057,0.569,0.431
catron_nm,NM,Donald Trump,REP,1698,628,2326,0.73,0.27
chaves_nm,NM,Donald Trump,REP,15656,6787,22443,0.698,0.302
colfax_nm,NM,Donald Trump,REP,3271,2745,6016,0.544,0.456
curry_nm,NM,Donald Trump,REP,10444,4657,15101,0.692,0.308
de baca_nm,NM,Donald Trump,REP,656,245,901,0.728,0.272
eddy_nm,NM,Donald Trump,REP,17454,5768,23222,0.752,0.248
harding_nm,NM,Donald Trump,REP,319,186,505,0.632,0.368
hidalgo_nm,NM,Donald Trump,REP,1120,854,1974,0.567,0.433
lea_nm,NM,Donald Trump,REP,16531,4387,20918,0.79,0.21
lincoln_nm,NM,Donald Trump,REP,6942,3364,10306,0.674,0.326
luna_nm,NM,Donald Trump,REP,4408,3695,8103,0.544,0.456
otero_nm,NM,Donald Trump,REP,14521,9050,23571,0.616,0.384
quay_nm,NM,Donald Trump,REP,2634,1239,3873,0.68,0.32
roosevelt_nm,NM,Donald Trump,REP,4634,1974,6608,0.701,0.299
san juan_nm,NM,Donald Trump,REP,32874,19420,52294,0.629,0.371
sierra_nm,NM,Donald Trump,REP,3542,2403,5945,0.596,0.404
torrance_nm,NM,Donald Trump,REP,4772,2509,7281,0.655,0.345
union_nm,NM,Donald Trump,REP,1388,401,1789,0.776,0.224
valencia_nm,NM,Donald Trump,REP,17364,14913,32277,0.538,0.462
allegany_ny,NY,Donald Trump,REP,14135,6581,20716,0.682,0.318
cattaraugus_ny,NY,Donald Trump,REP,22155,12605,34760,0.637,0.363
cayuga_ny,NY,Donald Trump,REP,19512,16909,36421,0.536,0.464
chautauqua_ny,NY,Donald Trump,REP,34853,24342,59195,0.589,0.411
chemung_ny,NY,Donald Trump,REP,21922,17488,39410,0.556,0.444
chenango_ny,NY,Donald Trump,REP,13482,8800,22282,0.605,0.395
cortland_ny,NY,Donald Trump,REP,10789,10889,21678,0.498,0.502
delaware_ny,NY,Donald Trump,REP,13387,9584,22971,0.583,0.417
franklin_ny,NY,Donald Trump,REP,9668,9600,19268,0.502,0.498
fulton_ny,NY,Donald Trump,REP,15378,8340,23718,0.648,0.352
genesee_ny,NY,Donald Trump,REP,18876,10341,29217,0.646,0.354
greene_ny,NY,Donald Trump,REP,14271,10866,25137,0.568,0.432
hamilton_ny,NY,Donald Trump,REP,2225,1235,3460,0.643,0.357
herkimer_ny,NY,Donald Trump,REP,18870,10449,29319,0.644,0.356
jefferson_ny,NY,Donald Trump,REP,25629,18226,43855,0.584,0.416
lewis_ny,NY,Donald Trump,REP,8894,4050,12944,0.687,0.313
livingston_ny,NY,Donald Trump,REP,18182,13219,31401,0.579,0.421
madison_ny,NY,Donald Trump,REP,18408,15630,34038,0.541,0.459
montgomery_ny,NY,Donald Trump,REP,12745,8389,21134,0.603,0.397
niagara_ny,NY,Donald Trump,REP,56068,48055,104123,0.538,0.462
oneida_ny,NY,Donald Trump,REP,57180,43566,100746,0.568,0.432
ontario_ny,NY,Donald Trump,REP,29039,30635,59674,0.487,0.513
orange_ny,NY,Donald Trump,REP,84996,87200,172196,0.494,0.506
orleans_ny,NY,Donald Trump,REP,12126,6028,18154,0.668,0.332
oswego_ny,NY,Donald Trump,REP,32138,22353,54491,0.59,0.41
otsego_ny,NY,Donald Trump,REP,14382,13628,28010,0.513,0.487
putnam_ny,NY,Donald Trump,REP,29283,25706,54989,0.533,0.467
richmond_ny,NY,Donald Trump,REP,123320,92958,216278,0.57,0.43
st. lawrence_ny,NY,Donald Trump,REP,24608,20192,44800,0.549,0.451
schoharie_ny,NY,Donald Trump,REP,9903,5782,15685,0.631,0.369
schuyler_ny,NY,Donald Trump,REP,5621,4119,9740,0.577,0.423
seneca_ny,NY,Donald Trump,REP,8329,7279,15608,0.534,0.466
steuben_ny,NY,Donald Trump,REP,29474,16705,46179,0.638,0.362
suffolk_ny,NY,Donald Trump,REP,381253,390288,771541,0.494,0.506
sullivan_ny,NY,Donald Trump,REP,18665,15982,34647,0.539,0.461
tioga_ny,NY,Donald Trump,REP,14791,10245,25036,0.591,0.409
warren_ny,NY,Donald Trump,REP,17699,18450,36149,0.49,0.51
washington_ny,NY,Donald Trump,REP,15941,12160,28101,0.567,0.433
wayne_ny,NY,Donald Trump,REP,26204,18523,44727,0.586,0.414
wyoming_ny,NY,Donald Trump,REP,13898,5501,19399,0.716,0.284
yates_ny,NY,Donald Trump,REP,6208,4493,10701,0.58,0.42
alamance_nc,NC,Donald Trump,REP,46056,40035,86091,0.535,0.465
alexander_nc,NC,Donald Trump,REP,15888,4348,20236,0.785,0.215
alleghany_nc,NC,Donald Trump,REP,4527,1549,6076,0.745,0.255
ashe_nc,NC,Donald Trump,REP,11451,4363,15814,0.724,0.276
avery_nc,NC,Donald Trump,REP,7172,2286,9458,0.758,0.242
beaufort_nc,NC,Donald Trump,REP,16437,9878,26315,0.625,0.375
bladen_nc,NC,Donald Trump,REP,9676,7449,17125,0.565,0.435
brunswick_nc,NC,Donald Trump,REP,55850,34325,90175,0.619,0.381
burke_nc,NC,Donald Trump,REP,31019,13583,44602,0.695,0.305
cabarrus_nc,NC,Donald Trump,REP,63237,53990,117227,0.539,0.461
caldwell_nc,NC,Donald Trump,REP,32119,10710,42829,0.75,0.25
camden_nc,NC,Donald Trump,REP,4312,1641,5953,0.724,0.276
carteret_nc,NC,Donald Trump,REP,30028,12667,42695,0.703,0.297
caswell_nc,NC,Donald Trump,REP,7089,4962,12051,0.588,0.412
catawba_nc,NC,Donald Trump,REP,56588,26837,83425,0.678,0.322
cherokee_nc,NC,Donald Trump,REP,12628,3795,16423,0.769,0.231
chowan_nc,NC,Donald Trump,REP,4471,3313,7784,0.574,0.426
clay_nc,NC,Donald Trump,REP,5112,1781,6893,0.742,0.258
cleveland_nc,NC,Donald Trump,REP,33798,17510,51308,0.659,0.341
columbus_nc,NC,Donald Trump,REP,16832,9614,26446,0.636,0.364
craven_nc,NC,Donald Trump,REP,31032,22033,53065,0.585,0.415
currituck_nc,NC,Donald Trump,REP,11657,4490,16147,0.722,0.278
dare_nc,NC,Donald Trump,REP,13938,10294,24232,0.575,0.425
davidson_nc,NC,Donald Trump,REP,64658,23856,88514,0.73,0.27
davie_nc,NC,Donald Trump,REP,18228,7083,25311,0.72,0.28
duplin_nc,NC,Donald Trump,REP,13793,8922,22715,0.607,0.393
franklin_nc,NC,Donald Trump,REP,20901,16450,37351,0.56,0.44
gaston_nc,NC,Donald Trump,REP,73033,42465,115498,0.632,0.368
gates_nc,NC,Donald Trump,REP,3367,2604,5971,0.564,0.436
graham_nc,NC,Donald Trump,REP,3710,955,4665,0.795,0.205
